latitude,longitude,n_events,total_mhw_days,mean_duration,max_duration,mean_intensity_max,max_intensity,total_cumulative_intensity,mean_rate_onset,mean_rate_decline
47.875,-179.875,,,,,,,,,
47.875,-179.625,,,,,,,,,
47.875,-179.375,,,,,,,,,
47.875,-179.125,,,,,,,,,
47.875,-178.875,,,,,,,,,
47.875,-178.625,,,,,,,,,
47.875,-178.375,,,,,,,,,
47.875,-178.125,,,,,,,,,
47.875,-177.875,,,,,,,,,
47.875,-177.625,,,,,,,,,
47.875,-177.375,,,,,,,,,
47.875,-177.125,,,,,,,,,
47.875,-176.875,,,,,,,,,
47.875,-176.625,,,,,,,,,
47.875,-176.375,,,,,,,,,
47.875,-176.125,,,,,,,,,
47.875,-175.875,,,,,,,,,
47.875,-175.625,,,,,,,,,
47.875,-175.375,,,,,,,,,
47.875,-175.125,,,,,,,,,
47.875,-174.875,,,,,,,,,
47.875,-174.625,,,,,,,,,
47.875,-174.375,,,,,,,,,
47.875,-174.125,,,,,,,,,
47.875,-173.875,,,,,,,,,
47.875,-173.625,,,,,,,,,
47.875,-173.375,,,,,,,,,
47.875,-173.125,,,,,,,,,
47.875,-172.875,,,,,,,,,
47.875,-172.625,,,,,,,,,
47.875,-172.375,,,,,,,,,
47.875,-172.125,,,,,,,,,
47.875,-171.875,,,,,,,,,
47.875,-171.625,,,,,,,,,
47.875,-171.375,,,,,,,,,
47.875,-171.125,,,,,,,,,
47.875,-170.875,,,,,,,,,
47.875,-170.625,,,,,,,,,
47.875,-170.375,,,,,,,,,
47.875,-170.125,,,,,,,,,
47.875,-169.875,,,,,,,,,
47.875,-169.625,,,,,,,,,
47.875,-169.375,,,,,,,,,
47.875,-169.125,,,,,,,,,
47.875,-168.875,,,,,,,,,
47.875,-168.625,,,,,,,,,
47.875,-168.375,,,,,,,,,
47.875,-168.125,,,,,,,,,
47.875,-167.875,,,,,,,,,
47.875,-167.625,,,,,,,,,
47.875,-167.375,,,,,,,,,
47.875,-167.125,,,,,,,,,
47.875,-166.875,,,,,,,,,
47.875,-166.625,,,,,,,,,
47.875,-166.375,,,,,,,,,
47.875,-166.125,,,,,,,,,
47.875,-165.875,,,,,,,,,
47.875,-165.625,,,,,,,,,
47.875,-165.375,,,,,,,,,
47.875,-165.125,,,,,,,,,
47.875,-164.875,,,,,,,,,
47.875,-164.625,,,,,,,,,
47.875,-164.375,,,,,,,,,
47.875,-164.125,,,,,,,,,
47.875,-163.875,,,,,,,,,
47.875,-163.625,,,,,,,,,
47.875,-163.375,,,,,,,,,
47.875,-163.125,,,,,,,,,
47.875,-162.875,,,,,,,,,
47.875,-162.625,,,,,,,,,
47.875,-162.375,,,,,,,,,
47.875,-162.125,,,,,,,,,
47.875,-161.875,,,,,,,,,
47.875,-161.625,,,,,,,,,
47.875,-161.375,,,,,,,,,
47.875,-161.125,,,,,,,,,
47.875,-160.875,,,,,,,,,
47.875,-160.625,,,,,,,,,
47.875,-160.375,,,,,,,,,
47.875,-160.125,,,,,,,,,
47.875,-159.875,,,,,,,,,
47.875,-159.625,,,,,,,,,
47.875,-159.375,,,,,,,,,
47.875,-159.125,,,,,,,,,
47.875,-158.875,,,,,,,,,
47.875,-158.625,,,,,,,,,
47.875,-158.375,,,,,,,,,
47.875,-158.125,,,,,,,,,
47.875,-157.875,,,,,,,,,
47.875,-157.625,,,,,,,,,
47.875,-157.375,,,,,,,,,
47.875,-157.125,,,,,,,,,
47.875,-156.875,,,,,,,,,
47.875,-156.625,,,,,,,,,
47.875,-156.375,,,,,,,,,
47.875,-156.125,,,,,,,,,
47.875,-155.875,,,,,,,,,
47.875,-155.625,,,,,,,,,
47.875,-155.375,,,,,,,,,
47.875,-155.125,,,,,,,,,
47.875,-154.875,,,,,,,,,
47.875,-154.625,,,,,,,,,
47.875,-154.375,,,,,,,,,
47.875,-154.125,,,,,,,,,
47.875,-153.875,,,,,,,,,
47.875,-153.625,,,,,,,,,
47.875,-153.375,,,,,,,,,
47.875,-153.125,,,,,,,,,
47.875,-152.875,,,,,,,,,
47.875,-152.625,,,,,,,,,
47.875,-152.375,,,,,,,,,
47.875,-152.125,,,,,,,,,
47.875,-151.875,,,,,,,,,
47.875,-151.625,,,,,,,,,
47.875,-151.375,,,,,,,,,
47.875,-151.125,,,,,,,,,
47.875,-150.875,,,,,,,,,
47.875,-150.625,,,,,,,,,
47.875,-150.375,,,,,,,,,
47.875,-150.125,,,,,,,,,
47.875,-149.875,,,,,,,,,
47.875,-149.625,,,,,,,,,
47.875,-149.375,,,,,,,,,
47.875,-149.125,,,,,,,,,
47.875,-148.875,,,,,,,,,
47.875,-148.625,,,,,,,,,
47.875,-148.375,,,,,,,,,
47.875,-148.125,,,,,,,,,
47.875,-147.875,,,,,,,,,
47.875,-147.625,,,,,,,,,
47.875,-147.375,,,,,,,,,
47.875,-147.125,,,,,,,,,
47.875,-146.875,,,,,,,,,
47.875,-146.625,,,,,,,,,
47.875,-146.375,,,,,,,,,
47.875,-146.125,,,,,,,,,
47.875,-145.875,,,,,,,,,
47.875,-145.625,,,,,,,,,
47.875,-145.375,,,,,,,,,
47.875,-145.125,,,,,,,,,
47.875,-144.875,,,,,,,,,
47.875,-144.625,,,,,,,,,
47.875,-144.375,,,,,,,,,
47.875,-144.125,,,,,,,,,
47.875,-143.875,,,,,,,,,
47.875,-143.625,,,,,,,,,
47.875,-143.375,,,,,,,,,
47.875,-143.125,,,,,,,,,
47.875,-142.875,,,,,,,,,
47.875,-142.625,,,,,,,,,
47.875,-142.375,,,,,,,,,
47.875,-142.125,,,,,,,,,
47.875,-141.875,,,,,,,,,
47.875,-141.625,,,,,,,,,
47.875,-141.375,,,,,,,,,
47.875,-141.125,,,,,,,,,
47.875,-140.875,,,,,,,,,
47.875,-140.625,,,,,,,,,
47.875,-140.375,,,,,,,,,
47.875,-140.125,,,,,,,,,
47.875,-139.875,,,,,,,,,
47.875,-139.625,,,,,,,,,
47.875,-139.375,,,,,,,,,
47.875,-139.125,,,,,,,,,
47.875,-138.875,,,,,,,,,
47.875,-138.625,,,,,,,,,
47.875,-138.375,,,,,,,,,
47.875,-138.125,,,,,,,,,
47.875,-137.875,,,,,,,,,
47.875,-137.625,,,,,,,,,
47.875,-137.375,,,,,,,,,
47.875,-137.125,,,,,,,,,
47.875,-136.875,,,,,,,,,
47.875,-136.625,,,,,,,,,
47.875,-136.375,,,,,,,,,
47.875,-136.125,,,,,,,,,
47.875,-135.875,,,,,,,,,
47.875,-135.625,,,,,,,,,
47.875,-135.375,,,,,,,,,
47.875,-135.125,,,,,,,,,
47.875,-134.875,,,,,,,,,
47.875,-134.625,,,,,,,,,
47.875,-134.375,,,,,,,,,
47.875,-134.125,,,,,,,,,
47.875,-133.875,,,,,,,,,
47.875,-133.625,,,,,,,,,
47.875,-133.375,,,,,,,,,
47.875,-133.125,,,,,,,,,
47.875,-132.875,,,,,,,,,
47.875,-132.625,,,,,,,,,
47.875,-132.375,,,,,,,,,
47.875,-132.125,,,,,,,,,
47.875,-131.875,,,,,,,,,
47.875,-131.625,,,,,,,,,
47.875,-131.375,,,,,,,,,
47.875,-131.125,,,,,,,,,
47.875,-130.875,,,,,,,,,
47.875,-130.625,,,,,,,,,
47.875,-130.375,,,,,,,,,
47.875,-130.125,,,,,,,,,
48.125,-179.875,103.0,1752.0,17.009708737864077,191.0,1.8698501756413024,5.285274444087861,2705.544789214289,0.19517608780985204,0.1980836185157505
48.125,-179.625,98.0,1764.0,18.0,192.0,1.9380421742080776,5.021935955170667,2759.8184108734126,0.20912637714043378,0.20648583377189517
48.125,-179.375,98.0,1806.0,18.428571428571427,217.0,1.9567665242301233,4.825024635561052,2827.8273006869904,0.21023456300898066,0.1839341528817085
48.125,-179.125,95.0,1733.0,18.242105263157896,214.0,1.9739468331652703,5.00599956512451,2752.1616405748555,0.22834367005964717,0.1951420600047292
48.125,-178.875,106.0,1777.0,16.764150943396228,213.0,1.9076263640105398,5.188553071791128,2812.5535772231324,0.22362629499986442,0.20177588289982198
48.125,-178.625,105.0,1749.0,16.65714285714286,213.0,1.9368297682013562,5.420436336148169,2749.101914548105,0.23356254325107106,0.21562643514643362
48.125,-178.375,97.0,1707.0,17.5979381443299,212.0,1.9973794929918596,5.670111163969963,2676.1868854030495,0.24756789562062834,0.2103677919785444
48.125,-178.125,95.0,1653.0,17.4,149.0,2.013498202244576,5.684427415170976,2615.8048528009854,0.2758681068706543,0.2092156357628508
48.125,-177.875,93.0,1573.0,16.913978494623656,148.0,1.9881819040875364,5.391545941752771,2512.9717306513935,0.2914098354399208,0.18865610062816468
48.125,-177.625,99.0,1579.0,15.94949494949495,148.0,1.9886261274854233,5.445022952172064,2506.0305864118754,0.29108184349832716,0.2009602959598288
48.125,-177.375,96.0,1524.0,15.875,149.0,2.033418516318003,5.569476927480393,2406.0818366542944,0.3168909627944499,0.2116135005134732
48.125,-177.125,,,,,,,,,
48.125,-176.875,,,,,,,,,
48.125,-176.625,,,,,,,,,
48.125,-176.375,,,,,,,,,
48.125,-176.125,,,,,,,,,
48.125,-175.875,,,,,,,,,
48.125,-175.625,,,,,,,,,
48.125,-175.375,,,,,,,,,
48.125,-175.125,,,,,,,,,
48.125,-174.875,,,,,,,,,
48.125,-174.625,,,,,,,,,
48.125,-174.375,,,,,,,,,
48.125,-174.125,,,,,,,,,
48.125,-173.875,,,,,,,,,
48.125,-173.625,,,,,,,,,
48.125,-173.375,,,,,,,,,
48.125,-173.125,,,,,,,,,
48.125,-172.875,,,,,,,,,
48.125,-172.625,,,,,,,,,
48.125,-172.375,,,,,,,,,
48.125,-172.125,,,,,,,,,
48.125,-171.875,,,,,,,,,
48.125,-171.625,,,,,,,,,
48.125,-171.375,,,,,,,,,
48.125,-171.125,,,,,,,,,
48.125,-170.875,,,,,,,,,
48.125,-170.625,,,,,,,,,
48.125,-170.375,,,,,,,,,
48.125,-170.125,,,,,,,,,
48.125,-169.875,,,,,,,,,
48.125,-169.625,,,,,,,,,
48.125,-169.375,,,,,,,,,
48.125,-169.125,,,,,,,,,
48.125,-168.875,,,,,,,,,
48.125,-168.625,,,,,,,,,
48.125,-168.375,,,,,,,,,
48.125,-168.125,,,,,,,,,
48.125,-167.875,,,,,,,,,
48.125,-167.625,,,,,,,,,
48.125,-167.375,,,,,,,,,
48.125,-167.125,,,,,,,,,
48.125,-166.875,,,,,,,,,
48.125,-166.625,,,,,,,,,
48.125,-166.375,,,,,,,,,
48.125,-166.125,,,,,,,,,
48.125,-165.875,,,,,,,,,
48.125,-165.625,,,,,,,,,
48.125,-165.375,,,,,,,,,
48.125,-165.125,,,,,,,,,
48.125,-164.875,,,,,,,,,
48.125,-164.625,,,,,,,,,
48.125,-164.375,,,,,,,,,
48.125,-164.125,,,,,,,,,
48.125,-163.875,,,,,,,,,
48.125,-163.625,,,,,,,,,
48.125,-163.375,,,,,,,,,
48.125,-163.125,,,,,,,,,
48.125,-162.875,,,,,,,,,
48.125,-162.625,,,,,,,,,
48.125,-162.375,,,,,,,,,
48.125,-162.125,,,,,,,,,
48.125,-161.875,,,,,,,,,
48.125,-161.625,,,,,,,,,
48.125,-161.375,,,,,,,,,
48.125,-161.125,,,,,,,,,
48.125,-160.875,,,,,,,,,
48.125,-160.625,,,,,,,,,
48.125,-160.375,,,,,,,,,
48.125,-160.125,,,,,,,,,
48.125,-159.875,,,,,,,,,
48.125,-159.625,,,,,,,,,
48.125,-159.375,,,,,,,,,
48.125,-159.125,,,,,,,,,
48.125,-158.875,,,,,,,,,
48.125,-158.625,,,,,,,,,
48.125,-158.375,,,,,,,,,
48.125,-158.125,,,,,,,,,
48.125,-157.875,,,,,,,,,
48.125,-157.625,,,,,,,,,
48.125,-157.375,,,,,,,,,
48.125,-157.125,,,,,,,,,
48.125,-156.875,,,,,,,,,
48.125,-156.625,,,,,,,,,
48.125,-156.375,,,,,,,,,
48.125,-156.125,,,,,,,,,
48.125,-155.875,,,,,,,,,
48.125,-155.625,,,,,,,,,
48.125,-155.375,,,,,,,,,
48.125,-155.125,,,,,,,,,
48.125,-154.875,,,,,,,,,
48.125,-154.625,,,,,,,,,
48.125,-154.375,,,,,,,,,
48.125,-154.125,,,,,,,,,
48.125,-153.875,,,,,,,,,
48.125,-153.625,,,,,,,,,
48.125,-153.375,,,,,,,,,
48.125,-153.125,,,,,,,,,
48.125,-152.875,,,,,,,,,
48.125,-152.625,,,,,,,,,
48.125,-152.375,,,,,,,,,
48.125,-152.125,,,,,,,,,
48.125,-151.875,,,,,,,,,
48.125,-151.625,,,,,,,,,
48.125,-151.375,,,,,,,,,
48.125,-151.125,,,,,,,,,
48.125,-150.875,,,,,,,,,
48.125,-150.625,,,,,,,,,
48.125,-150.375,,,,,,,,,
48.125,-150.125,,,,,,,,,
48.125,-149.875,,,,,,,,,
48.125,-149.625,,,,,,,,,
48.125,-149.375,,,,,,,,,
48.125,-149.125,,,,,,,,,
48.125,-148.875,,,,,,,,,
48.125,-148.625,,,,,,,,,
48.125,-148.375,,,,,,,,,
48.125,-148.125,,,,,,,,,
48.125,-147.875,,,,,,,,,
48.125,-147.625,,,,,,,,,
48.125,-147.375,,,,,,,,,
48.125,-147.125,,,,,,,,,
48.125,-146.875,,,,,,,,,
48.125,-146.625,,,,,,,,,
48.125,-146.375,,,,,,,,,
48.125,-146.125,,,,,,,,,
48.125,-145.875,,,,,,,,,
48.125,-145.625,,,,,,,,,
48.125,-145.375,,,,,,,,,
48.125,-145.125,,,,,,,,,
48.125,-144.875,,,,,,,,,
48.125,-144.625,,,,,,,,,
48.125,-144.375,,,,,,,,,
48.125,-144.125,,,,,,,,,
48.125,-143.875,,,,,,,,,
48.125,-143.625,,,,,,,,,
48.125,-143.375,,,,,,,,,
48.125,-143.125,,,,,,,,,
48.125,-142.875,,,,,,,,,
48.125,-142.625,,,,,,,,,
48.125,-142.375,,,,,,,,,
48.125,-142.125,,,,,,,,,
48.125,-141.875,,,,,,,,,
48.125,-141.625,,,,,,,,,
48.125,-141.375,,,,,,,,,
48.125,-141.125,,,,,,,,,
48.125,-140.875,,,,,,,,,
48.125,-140.625,,,,,,,,,
48.125,-140.375,,,,,,,,,
48.125,-140.125,,,,,,,,,
48.125,-139.875,,,,,,,,,
48.125,-139.625,,,,,,,,,
48.125,-139.375,,,,,,,,,
48.125,-139.125,,,,,,,,,
48.125,-138.875,,,,,,,,,
48.125,-138.625,,,,,,,,,
48.125,-138.375,,,,,,,,,
48.125,-138.125,,,,,,,,,
48.125,-137.875,,,,,,,,,
48.125,-137.625,,,,,,,,,
48.125,-137.375,,,,,,,,,
48.125,-137.125,,,,,,,,,
48.125,-136.875,,,,,,,,,
48.125,-136.625,,,,,,,,,
48.125,-136.375,,,,,,,,,
48.125,-136.125,,,,,,,,,
48.125,-135.875,,,,,,,,,
48.125,-135.625,,,,,,,,,
48.125,-135.375,,,,,,,,,
48.125,-135.125,,,,,,,,,
48.125,-134.875,,,,,,,,,
48.125,-134.625,,,,,,,,,
48.125,-134.375,,,,,,,,,
48.125,-134.125,,,,,,,,,
48.125,-133.875,,,,,,,,,
48.125,-133.625,,,,,,,,,
48.125,-133.375,,,,,,,,,
48.125,-133.125,,,,,,,,,
48.125,-132.875,,,,,,,,,
48.125,-132.625,,,,,,,,,
48.125,-132.375,,,,,,,,,
48.125,-132.125,,,,,,,,,
48.125,-131.875,,,,,,,,,
48.125,-131.625,,,,,,,,,
48.125,-131.375,,,,,,,,,
48.125,-131.125,,,,,,,,,
48.125,-130.875,,,,,,,,,
48.125,-130.625,,,,,,,,,
48.125,-130.375,,,,,,,,,
48.125,-130.125,,,,,,,,,
48.375,-179.875,96.0,1817.0,18.927083333333332,191.0,1.9371395863352283,5.435922468862227,2795.3050355449814,0.2153248828816067,0.2083970165644574
48.375,-179.625,93.0,1814.0,19.50537634408602,191.0,1.9699037761023346,4.608630026540451,2819.501918265897,0.2256253029845243,0.19801039562489667
48.375,-179.375,100.0,1820.0,18.2,192.0,1.9110373020941211,4.81575442898658,2842.533823474761,0.22462628979445995,0.1866328274434983
48.375,-179.125,98.0,1813.0,18.5,213.0,1.9077323435795317,5.15562992711221,2830.0364055018263,0.2045792731653491,0.19265220984904718
48.375,-178.875,97.0,1806.0,18.61855670103093,213.0,1.9455811151999909,5.2454717697635775,2821.7682669239666,0.22814601971143308,0.196276776610109
48.375,-178.625,104.0,1760.0,16.923076923076923,204.0,1.9688267487450217,5.586794822446761,2753.9323251324317,0.2613735029934889,0.2305002745970241
48.375,-178.375,99.0,1677.0,16.939393939393938,193.0,2.0232307888778656,5.9485945547780705,2648.1884368850347,0.2580900660390828,0.25424102937034043
48.375,-178.125,103.0,1635.0,15.87378640776699,148.0,1.974236270905736,5.952351939293646,2571.9505525635145,0.2536252033849923,0.2230121037645721
48.375,-177.875,98.0,1549.0,15.806122448979592,148.0,1.985668704335513,5.528245495211694,2438.821788826296,0.3296190098863907,0.1948876741026744
48.375,-177.625,98.0,1513.0,15.438775510204081,148.0,1.9969543023985263,5.761897456261419,2369.7756180840165,0.33015206055439206,0.18987141005191643
48.375,-177.375,105.0,1526.0,14.533333333333333,149.0,1.9263036497177617,6.0011345647996475,2330.6742950870143,0.30447078113835824,0.20367308833912773
48.375,-177.125,97.0,1506.0,15.525773195876289,149.0,1.9580713859776306,5.882877226798767,2276.184033063151,0.3051387390687459,0.2010306251650973
48.375,-176.875,92.0,1484.0,16.130434782608695,177.0,1.935509564038915,5.893339187868179,2227.3037877544284,0.29256907711019975,0.19378790004769786
48.375,-176.625,87.0,1448.0,16.64367816091954,177.0,1.9683959027507103,5.789776679008236,2182.8212395637256,0.2832695467224355,0.21531807761156901
48.375,-176.375,92.0,1457.0,15.83695652173913,177.0,1.9543745302050513,5.791896450904112,2188.5010245115536,0.3189185676942003,0.20701974140915363
48.375,-176.125,91.0,1492.0,16.395604395604394,177.0,1.9831128542577916,5.758017601505404,2220.196363749043,0.3186856841425228,0.19697096818602428
48.375,-175.875,95.0,1533.0,16.13684210526316,177.0,1.9819763196546882,5.774118023533974,2272.3327892787993,0.3016665610152126,0.18928449435285505
48.375,-175.625,97.0,1565.0,16.1340206185567,177.0,1.9378810824450363,5.557599159979052,2281.8931356860758,0.2736162440250401,0.18190874505388174
48.375,-175.375,,,,,,,,,
48.375,-175.125,,,,,,,,,
48.375,-174.875,,,,,,,,,
48.375,-174.625,,,,,,,,,
48.375,-174.375,,,,,,,,,
48.375,-174.125,,,,,,,,,
48.375,-173.875,,,,,,,,,
48.375,-173.625,,,,,,,,,
48.375,-173.375,,,,,,,,,
48.375,-173.125,,,,,,,,,
48.375,-172.875,,,,,,,,,
48.375,-172.625,,,,,,,,,
48.375,-172.375,,,,,,,,,
48.375,-172.125,,,,,,,,,
48.375,-171.875,,,,,,,,,
48.375,-171.625,,,,,,,,,
48.375,-171.375,,,,,,,,,
48.375,-171.125,,,,,,,,,
48.375,-170.875,,,,,,,,,
48.375,-170.625,,,,,,,,,
48.375,-170.375,,,,,,,,,
48.375,-170.125,,,,,,,,,
48.375,-169.875,,,,,,,,,
48.375,-169.625,,,,,,,,,
48.375,-169.375,,,,,,,,,
48.375,-169.125,,,,,,,,,
48.375,-168.875,,,,,,,,,
48.375,-168.625,,,,,,,,,
48.375,-168.375,,,,,,,,,
48.375,-168.125,,,,,,,,,
48.375,-167.875,,,,,,,,,
48.375,-167.625,,,,,,,,,
48.375,-167.375,,,,,,,,,
48.375,-167.125,,,,,,,,,
48.375,-166.875,,,,,,,,,
48.375,-166.625,,,,,,,,,
48.375,-166.375,,,,,,,,,
48.375,-166.125,,,,,,,,,
48.375,-165.875,,,,,,,,,
48.375,-165.625,,,,,,,,,
48.375,-165.375,,,,,,,,,
48.375,-165.125,,,,,,,,,
48.375,-164.875,,,,,,,,,
48.375,-164.625,,,,,,,,,
48.375,-164.375,,,,,,,,,
48.375,-164.125,,,,,,,,,
48.375,-163.875,,,,,,,,,
48.375,-163.625,,,,,,,,,
48.375,-163.375,,,,,,,,,
48.375,-163.125,,,,,,,,,
48.375,-162.875,,,,,,,,,
48.375,-162.625,,,,,,,,,
48.375,-162.375,,,,,,,,,
48.375,-162.125,,,,,,,,,
48.375,-161.875,,,,,,,,,
48.375,-161.625,,,,,,,,,
48.375,-161.375,,,,,,,,,
48.375,-161.125,,,,,,,,,
48.375,-160.875,,,,,,,,,
48.375,-160.625,,,,,,,,,
48.375,-160.375,,,,,,,,,
48.375,-160.125,,,,,,,,,
48.375,-159.875,,,,,,,,,
48.375,-159.625,,,,,,,,,
48.375,-159.375,,,,,,,,,
48.375,-159.125,,,,,,,,,
48.375,-158.875,,,,,,,,,
48.375,-158.625,,,,,,,,,
48.375,-158.375,,,,,,,,,
48.375,-158.125,,,,,,,,,
48.375,-157.875,,,,,,,,,
48.375,-157.625,,,,,,,,,
48.375,-157.375,,,,,,,,,
48.375,-157.125,,,,,,,,,
48.375,-156.875,,,,,,,,,
48.375,-156.625,,,,,,,,,
48.375,-156.375,,,,,,,,,
48.375,-156.125,,,,,,,,,
48.375,-155.875,,,,,,,,,
48.375,-155.625,,,,,,,,,
48.375,-155.375,,,,,,,,,
48.375,-155.125,,,,,,,,,
48.375,-154.875,,,,,,,,,
48.375,-154.625,,,,,,,,,
48.375,-154.375,,,,,,,,,
48.375,-154.125,,,,,,,,,
48.375,-153.875,,,,,,,,,
48.375,-153.625,,,,,,,,,
48.375,-153.375,,,,,,,,,
48.375,-153.125,,,,,,,,,
48.375,-152.875,,,,,,,,,
48.375,-152.625,,,,,,,,,
48.375,-152.375,,,,,,,,,
48.375,-152.125,,,,,,,,,
48.375,-151.875,,,,,,,,,
48.375,-151.625,,,,,,,,,
48.375,-151.375,,,,,,,,,
48.375,-151.125,,,,,,,,,
48.375,-150.875,,,,,,,,,
48.375,-150.625,,,,,,,,,
48.375,-150.375,,,,,,,,,
48.375,-150.125,,,,,,,,,
48.375,-149.875,,,,,,,,,
48.375,-149.625,,,,,,,,,
48.375,-149.375,,,,,,,,,
48.375,-149.125,,,,,,,,,
48.375,-148.875,,,,,,,,,
48.375,-148.625,,,,,,,,,
48.375,-148.375,,,,,,,,,
48.375,-148.125,,,,,,,,,
48.375,-147.875,,,,,,,,,
48.375,-147.625,,,,,,,,,
48.375,-147.375,,,,,,,,,
48.375,-147.125,,,,,,,,,
48.375,-146.875,,,,,,,,,
48.375,-146.625,,,,,,,,,
48.375,-146.375,,,,,,,,,
48.375,-146.125,,,,,,,,,
48.375,-145.875,,,,,,,,,
48.375,-145.625,,,,,,,,,
48.375,-145.375,,,,,,,,,
48.375,-145.125,,,,,,,,,
48.375,-144.875,,,,,,,,,
48.375,-144.625,,,,,,,,,
48.375,-144.375,,,,,,,,,
48.375,-144.125,,,,,,,,,
48.375,-143.875,,,,,,,,,
48.375,-143.625,,,,,,,,,
48.375,-143.375,,,,,,,,,
48.375,-143.125,,,,,,,,,
48.375,-142.875,,,,,,,,,
48.375,-142.625,,,,,,,,,
48.375,-142.375,,,,,,,,,
48.375,-142.125,,,,,,,,,
48.375,-141.875,,,,,,,,,
48.375,-141.625,,,,,,,,,
48.375,-141.375,,,,,,,,,
48.375,-141.125,,,,,,,,,
48.375,-140.875,,,,,,,,,
48.375,-140.625,,,,,,,,,
48.375,-140.375,,,,,,,,,
48.375,-140.125,,,,,,,,,
48.375,-139.875,,,,,,,,,
48.375,-139.625,,,,,,,,,
48.375,-139.375,,,,,,,,,
48.375,-139.125,,,,,,,,,
48.375,-138.875,,,,,,,,,
48.375,-138.625,,,,,,,,,
48.375,-138.375,,,,,,,,,
48.375,-138.125,,,,,,,,,
48.375,-137.875,,,,,,,,,
48.375,-137.625,,,,,,,,,
48.375,-137.375,,,,,,,,,
48.375,-137.125,,,,,,,,,
48.375,-136.875,,,,,,,,,
48.375,-136.625,,,,,,,,,
48.375,-136.375,,,,,,,,,
48.375,-136.125,,,,,,,,,
48.375,-135.875,,,,,,,,,
48.375,-135.625,,,,,,,,,
48.375,-135.375,,,,,,,,,
48.375,-135.125,,,,,,,,,
48.375,-134.875,,,,,,,,,
48.375,-134.625,,,,,,,,,
48.375,-134.375,,,,,,,,,
48.375,-134.125,,,,,,,,,
48.375,-133.875,,,,,,,,,
48.375,-133.625,,,,,,,,,
48.375,-133.375,,,,,,,,,
48.375,-133.125,,,,,,,,,
48.375,-132.875,,,,,,,,,
48.375,-132.625,,,,,,,,,
48.375,-132.375,,,,,,,,,
48.375,-132.125,,,,,,,,,
48.375,-131.875,,,,,,,,,
48.375,-131.625,,,,,,,,,
48.375,-131.375,,,,,,,,,
48.375,-131.125,,,,,,,,,
48.375,-130.875,,,,,,,,,
48.375,-130.625,,,,,,,,,
48.375,-130.375,,,,,,,,,
48.375,-130.125,,,,,,,,,
48.625,-179.875,100.0,1823.0,18.23,183.0,1.9218896673956225,5.459168495670445,2773.766467294385,0.25543090889075076,0.1740296262101331
48.625,-179.625,97.0,1806.0,18.61855670103093,182.0,1.9372959711403401,4.66545541824833,2764.2480093586837,0.2484579621549511,0.1767741122886675
48.625,-179.375,99.0,1780.0,17.97979797979798,185.0,1.9300796391327715,4.892923508920978,2744.179734099296,0.25961119061547244,0.1960664528138148
48.625,-179.125,103.0,1787.0,17.349514563106798,187.0,1.8646740927204912,5.185026630278555,2735.9992230630696,0.23833128772641998,0.1864750083718747
48.625,-178.875,105.0,1795.0,17.095238095238095,188.0,1.8574733742554255,5.0451919494136686,2739.9237323114944,0.25235176442190443,0.18828788914682407
48.625,-178.625,113.0,1770.0,15.663716814159292,188.0,1.878478847705668,4.949967630447878,2685.039076374422,0.23958116679873048,0.2567329180537575
48.625,-178.375,114.0,1762.0,15.456140350877194,183.0,1.9310396126116744,5.619201290992001,2655.8916497576633,0.2839993596572755,0.2415100192745477
48.625,-178.125,111.0,1634.0,14.72072072072072,149.0,1.9132484814276085,5.567565548804501,2496.5300733158674,0.30026559528960933,0.2245580576585642
48.625,-177.875,105.0,1595.0,15.19047619047619,149.0,1.921059081667946,5.478455420463314,2429.52430177504,0.2847621951503491,0.20573651514980093
48.625,-177.625,106.0,1595.0,15.047169811320755,149.0,1.9629956464613643,5.802802362749652,2393.703136363337,0.3010566114394269,0.20417084253382642
48.625,-177.375,105.0,1538.0,14.647619047619047,105.0,1.958856434939278,6.067102616833102,2293.6296748845803,0.28011911125486316,0.21234763276965873
48.625,-177.125,103.0,1572.0,15.262135922330097,121.0,1.9460924111523674,6.364751692741146,2291.835173683782,0.279939508004876,0.2152404177230903
48.625,-176.875,102.0,1570.0,15.392156862745098,113.0,1.9349263503082494,6.142645497475899,2289.283389283765,0.2976989555111863,0.21375681418103665
48.625,-176.625,97.0,1519.0,15.65979381443299,137.0,1.9227568770231984,5.989653002831243,2235.2583135020354,0.2922399909132486,0.20868581606779157
48.625,-176.375,97.0,1514.0,15.608247422680412,179.0,1.8703057324327341,5.987842928978704,2235.418456358294,0.2776102613818512,0.19990004588383564
48.625,-176.125,93.0,1506.0,16.193548387096776,178.0,1.9242859613634917,5.767321801954699,2219.0693718271864,0.2965566590081668,0.1916091881931682
48.625,-175.875,99.0,1551.0,15.666666666666666,178.0,1.935675751778388,5.665529774081325,2298.4541135141926,0.3059841988238234,0.19079595418031944
48.625,-175.625,94.0,1571.0,16.71276595744681,178.0,1.9638087396026067,5.37837662235383,2293.3490588280465,0.3166637519582365,0.19269883996088447
48.625,-175.375,96.0,1610.0,16.770833333333332,178.0,1.9206290539874822,5.275418127736737,2307.909566998482,0.2962264228358511,0.18079058443536122
48.625,-175.125,96.0,1617.0,16.84375,147.0,1.9306566160452625,5.093071168468844,2323.4759830197986,0.311780248616975,0.18054764160447268
