latitude,longitude,start_date,end_date,duration,intensity_max,intensity_mean,intensity_cumulative,Unnamed: 8,Unnamed: 9
46.375,-124.875,2005-07-06,2005-07-12,7,2.1361854014435373,1.9981925305338015,13.987347713736613,,
46.375,-124.625,2005-07-06,2005-07-13,8,2.829728263,2.573996087355706,20.591968698845648,,
46.375,-124.375,2005-07-05,2005-07-13,9,3.481248856956652,3.023307286712103,27.209765580408927,,
46.375,-124.375,2006-01-07,2006-01-13,7,1.7062877693002605,1.4057438532731277,9.840206972911894,,
46.375,-124.125,2005-07-05,2005-07-14,10,3.912313162642288,3.291621749222071,32.91621749222071,,
46.375,-124.125,2006-01-07,2006-01-20,14,1.7558170509648257,1.5163191626712045,21.228468277396864,,
46.625,-124.625,2005-07-06,2005-07-13,8,2.032752326474153,1.8278982980932768,14.623186384746214,,
46.625,-124.375,2005-07-06,2005-07-13,8,2.7775778003305778,2.4836627037148107,19.869301629718485,,
46.625,-124.125,2005-07-05,2005-07-13,9,3.2836109796943003,2.8330762393458264,25.49768615411244,,
46.875,-124.125,2005-07-06,2005-07-13,8,2.177669341604993,1.9795552791811293,15.836442233449036,,
47.375,-126.875,2006-05-16,2006-05-21,6,1.95441502431466,1.7153345867335954,10.292007520401572,,
47.375,-126.625,2006-05-16,2006-05-21,6,2.048282455424044,1.799714409344879,10.798286456069274,,
47.375,-126.375,2006-05-16,2006-05-21,6,1.9919017337642195,1.7285399560742551,10.371239736445531,,
47.375,-126.125,2006-05-16,2006-05-21,6,1.8095496108796516,1.5552734707763811,9.331640824658288,,
47.625,-127.125,2006-05-18,2006-05-22,5,1.5515923665586602,1.467578848109259,7.337894240546296,,
47.625,-126.875,2006-05-16,2006-05-22,7,1.9430618325806923,1.7669967201117254,12.368977040782076,,
47.625,-126.625,2006-05-16,2006-05-22,7,2.040982289715238,1.8433840247749704,12.903688173424792,,
47.625,-126.375,2006-05-15,2006-05-21,7,1.978242479030488,1.726352165522573,12.084465158658013,,
47.625,-126.125,2006-05-16,2006-05-21,6,1.8406451603225344,1.644703758115477,9.868222548692865,,
47.625,-125.875,2006-05-16,2006-05-21,6,2.048747374807709,1.5956789251429546,9.574073550857728,,
47.875,-126.375,2006-05-16,2006-05-21,6,1.843334663160615,1.7400274315323525,10.440164589194111,,
47.875,-126.125,2006-05-16,2006-05-22,7,1.7977559183252527,1.6563852812490094,11.594696968743063,,
47.875,-125.875,2005-10-29,2005-11-02,5,1.7571099114905913,1.4629452803428815,7.314726401714408,,
47.875,-125.875,2005-11-24,2005-11-28,5,1.311519813758732,1.1624778480116138,5.812389240058069,,
47.875,-125.875,2006-05-16,2006-05-22,7,1.9838405929905691,1.6754321956115124,11.728025369280587,,
47.875,-125.625,2006-05-29,2006-06-02,5,1.9577788421452895,1.5616197024638525,7.808098512319262,,
48.125,-125.875,2005-11-22,2005-11-28,7,1.4604708029890006,1.3289310295213552,9.302517206649489,,
48.125,-125.875,2006-05-16,2006-05-22,7,1.9928325963184523,1.6926133378564463,11.848293364995126,,
48.125,-125.625,2005-11-18,2005-11-28,11,1.776344999596798,1.409881316,15.508694472583178,,
48.125,-125.625,2006-05-29,2006-06-02,5,1.906070115157647,1.495479855995622,7.47739928,,
48.125,-125.375,2005-11-18,2005-11-24,7,1.5423738163457197,1.2910268830695093,9.037188181486565,,
48.125,-125.375,2006-01-06,2006-01-12,7,1.584379534908658,1.309485276119976,9.166396932839833,,
48.125,-125.125,2006-01-06,2006-01-12,7,1.739644964077021,1.4939783822912929,10.457848676039047,,
48.125,-124.875,2006-01-06,2006-01-12,7,1.7667578565303792,1.599429235506621,11.196004648546348,,
48.375,-125.125,2006-01-04,2006-01-12,9,1.921622895396908,1.613200142546548,14.518801282918933,,
48.375,-125.125,2007-02-05,2007-02-11,7,1.7622183603627857,1.5236425233945017,10.66549766376151,,
48.375,-124.875,2006-01-03,2006-01-13,11,2.238473282844133,1.797583146257404,19.773414608831445,,
48.375,-124.625,2005-12-24,2005-12-28,5,2.2557498188646576,1.8209895347985463,9.104947673992733,,
48.375,-124.625,2006-01-03,2006-01-13,11,2.459111244284108,2.059436358906815,22.653799947974967,,
48.375,-124.375,2005-12-22,2005-12-28,7,2.184510271175784,1.7938135417682328,12.55669479237763,,
48.375,-124.375,2006-01-02,2006-01-22,21,2.5502675037944518,1.9600467495302756,41.16098174013578,,
46.875,-129.625,2005-09-06,2005-09-12,7,1.6340369376502295,1.3812278149331358,9.668594704531952,,
46.875,-129.375,2005-09-06,2005-09-12,7,1.605396406298624,1.3876152030050934,9.713306421035654,,
46.875,-129.125,2005-09-06,2005-09-12,7,1.4974625171687492,1.3341001574677835,9.338701102274484,,
47.125,-130.125,2005-09-06,2005-09-11,6,1.6321771509836154,1.4535406620271765,8.721243972163059,,
47.125,-129.875,2005-09-06,2005-09-12,7,1.6330754201782725,1.4120160688020142,9.884112482,,
47.125,-129.625,2005-09-06,2005-09-12,7,1.5889510421342763,1.378859817061142,9.652018719427993,,
47.125,-129.375,2005-09-06,2005-09-12,7,1.5247504473897813,1.361645414,9.531517897,,
47.375,-130.625,2005-09-08,2005-09-12,5,1.7613506307816316,1.348783119,6.743915596,,
47.375,-130.375,2005-09-03,2005-09-10,8,1.7150036576905912,1.2646325343282103,10.117060274625684,,
47.375,-129.875,2005-08-06,2005-08-13,8,1.365538163898277,1.2570030767197482,10.056024613757986,,
47.375,-129.625,2005-08-07,2005-08-13,7,1.439032209420601,1.323943902513633,9.267607318,,
47.375,-129.625,2005-09-06,2005-09-12,7,1.558337343,1.3678300472398586,9.574810331,,
47.375,-129.375,2005-08-09,2005-08-13,5,1.4090602967046948,1.3189858382514985,6.594929191257492,,
47.375,-129.375,2005-09-06,2005-09-12,7,1.466488905875913,1.3762878052799787,9.634014637,,
47.375,-129.125,2005-09-06,2005-09-12,7,1.4119083453017112,1.314162158180322,9.199135107262254,,
47.375,-128.375,2005-12-31,2006-01-04,5,1.1253142211009717,1.0765713837357829,5.382856918678915,,
47.375,-128.125,2005-12-31,2006-01-04,5,1.138431194768316,1.0946002114022302,5.473001057011151,,
47.375,-127.875,2005-12-31,2006-01-04,5,1.0954060479226158,1.0690705515049128,5.345352757524564,,
47.625,-130.125,2005-09-08,2005-09-12,5,1.6217858230613178,1.252390546696159,6.261952733480793,,
47.625,-129.875,2005-08-08,2005-08-13,6,1.389342270661892,1.2807535397264536,7.684521238358721,,
47.625,-129.875,2005-09-06,2005-09-12,7,1.4834301485227606,1.2366760439553797,8.656732307687658,,
47.625,-129.625,2005-08-07,2005-08-13,7,1.4417253107386043,1.3311904785636763,9.318333349945734,,
