latitude,longitude,start_date,end_date,duration,intensity_max,intensity_mean,intensity_cumulative,Unnamed: 8,Unnamed: 9
46.375,-128.625,1998-04-30,1998-05-05,6,2.1113656919828365,1.8267148968338152,10.960289381002893,,
46.375,-128.625,1998-05-30,1998-06-04,6,1.7351479169690407,1.5022444421085324,9.013466652651196,,
46.375,-128.375,1998-04-30,1998-05-05,6,2.104261188790653,1.8594589774581352,11.156753864748811,,
46.375,-128.125,1997-09-09,1997-09-15,7,1.7031798668045963,1.385118634222663,9.69583043955864,,
46.375,-128.125,1998-01-13,1998-01-19,7,1.4565843205595463,1.269751725457443,8.888262078202102,,
46.375,-128.125,1998-02-15,1998-02-19,5,1.1363891310380616,1.0155790395452968,5.077895197726484,,
46.375,-128.125,1998-04-30,1998-05-05,6,2.0460195847067557,1.8212825746409875,10.927695447845926,,
46.375,-127.875,1997-07-01,1997-07-05,5,1.7471869570215637,1.606202298450346,8.031011492,,
46.375,-127.875,1997-08-21,1997-08-25,5,1.5135737389866897,1.4086116050742696,7.043058025371348,,
46.375,-127.875,1997-09-08,1997-09-16,9,2.078161267220903,1.5459002027646631,13.91310182488197,,
46.375,-127.875,1998-01-12,1998-01-25,14,1.5030892574808732,1.1451143801630062,16.031601322282086,,
46.375,-127.875,1998-02-14,1998-02-19,6,1.1174520358279647,1.00553705097776,6.033222305866561,,
46.375,-127.875,1998-04-30,1998-05-05,6,1.966554522506211,1.7621362778253176,10.572817666951906,,
46.375,-127.625,1997-07-01,1997-07-06,6,1.7106554613085443,1.577813108737716,9.466878652426296,,
46.375,-127.625,1997-08-03,1997-08-07,5,1.8350842787495372,1.7317250931888146,8.658625465944073,,
46.375,-127.625,1997-08-21,1997-09-23,34,2.2931327288358467,1.448601368582079,49.252446531790696,,
46.375,-127.625,1998-01-01,1998-01-05,5,1.3416822338657557,1.1583866387686232,5.791933193843116,,
46.375,-127.625,1998-01-11,1998-01-25,15,1.523723463847377,1.1386966360099404,17.080449540149107,,
46.375,-127.625,1998-04-30,1998-05-06,7,1.9206605405377584,1.69138305684615,11.83968139792305,,
46.375,-127.375,1997-07-01,1997-07-07,7,1.675105281,1.5529858904827678,10.870901233379374,,
46.375,-127.375,1997-08-03,1997-09-23,52,2.447251218606347,1.556444676623601,80.93512318442725,,
46.375,-127.375,1998-01-01,1998-01-05,5,1.2412222310427232,1.1240889758726396,5.620444879363198,,
46.375,-127.375,1998-01-10,1998-01-25,16,1.5422337405574869,1.1115703480123935,17.785125568198296,,
46.375,-127.375,1998-04-30,1998-05-06,7,1.9384660276930568,1.7351604502682,12.1461231518774,,
46.375,-127.125,1997-07-20,1997-09-14,57,2.619575503526555,1.651188291741327,94.11773262925564,,
46.375,-127.125,1997-09-19,1997-09-23,5,1.4645615100577167,1.3707309934260197,6.8536549671300975,,
46.375,-127.125,1997-12-08,1997-12-12,5,1.8609552080338732,1.657669714650353,8.288348573251765,,
46.375,-127.125,1998-01-01,1998-01-05,5,1.206338537451888,1.1045296888201186,5.522648444100593,,
46.375,-127.125,1998-01-10,1998-01-17,8,1.506003277194555,1.199171174157157,9.593369393257252,,
46.375,-127.125,1998-05-01,1998-05-07,7,1.9744878651004285,1.780777075200532,12.465439526403724,,
46.375,-126.875,1997-07-14,1997-09-13,62,2.640664350081231,1.695340179954312,105.11109115716734,,
46.375,-126.875,1997-12-08,1997-12-12,5,1.9673363004579207,1.750111430019573,8.750557150097865,,
46.375,-126.875,1998-01-01,1998-01-05,5,1.2400607811644289,1.1350631808192149,5.675315904096074,,
46.375,-126.875,1998-01-10,1998-01-17,8,1.4332611646459572,1.1728353274845256,9.382682619876205,,
46.375,-126.875,1998-04-30,1998-05-07,8,2.0427398203600244,1.7921357711503096,14.337086169202475,,
46.375,-126.625,1997-07-14,1997-09-13,62,2.616622992,1.751216298861023,108.57541052938342,,
46.375,-126.625,1997-12-08,1997-12-16,9,2.1559055986308824,1.553701905213135,13.983317146918212,,
46.375,-126.625,1998-01-01,1998-01-05,5,1.2301863486603022,1.1516325175732358,5.758162587866179,,
46.375,-126.625,1998-01-10,1998-01-17,8,1.4354903563446744,1.2153307184734792,9.722645747787832,,
46.375,-126.625,1998-04-30,1998-05-08,9,2.165613409946536,1.8206028567893449,16.38542571,,
46.375,-126.375,1997-11-12,1997-11-21,10,1.372619334992713,1.2202807169416512,12.202807169416513,,
46.375,-126.375,1997-12-06,1997-12-19,14,2.184229125448441,1.4489720376389876,20.285608526945826,,
46.375,-126.375,1998-01-01,1998-01-19,19,1.5401773513708434,1.1843754037869976,22.503132671952955,,
46.375,-126.375,1998-04-30,1998-05-08,9,2.199621335,1.8648542845373937,16.783688560836545,,
46.375,-126.125,1997-08-19,1997-09-13,26,2.760549242962764,2.0339987350707958,52.88396711184068,,
46.375,-126.125,1997-11-12,1997-11-21,10,1.4867317257201955,1.308178758390326,13.08178758390326,,
46.375,-126.125,1997-12-05,1997-12-25,21,2.1641184936837714,1.4281089938886316,29.990288871661264,,
46.375,-126.125,1998-01-01,1998-01-27,27,1.6763077385173926,1.2285702798043965,33.17139755,,
46.375,-126.125,1998-04-30,1998-05-08,9,2.1769456389265294,1.8283911750205093,16.455520575184586,,
46.375,-125.875,1997-08-19,1997-09-13,26,2.889639244372951,2.2334516730162783,58.06974349842324,,
46.375,-125.875,1997-11-08,1997-11-21,14,1.5655944357625309,1.3608039093331623,19.051254730664272,,
46.375,-125.875,1997-12-05,1997-12-27,23,2.168723276495113,1.514404490146536,34.83130327337033,,
46.375,-125.875,1998-01-01,1998-01-27,27,1.920363668752572,1.348267130728514,36.40321252966987,,
46.375,-125.875,1998-03-02,1998-03-09,8,1.4412153194328372,1.3244714034581466,10.595771227665171,,
46.375,-125.875,1998-04-30,1998-05-08,9,2.1307026528730013,1.796589163,16.16930246479977,,
46.375,-125.625,1997-08-21,1997-09-13,24,3.043609583,2.4532992462101477,58.87918190904353,,
46.375,-125.625,1997-11-08,1998-01-27,81,2.1316775007013256,1.4641896407618586,118.59936090171055,,
46.375,-125.625,1998-03-02,1998-03-06,5,1.4414919208864063,1.350921816904891,6.754609084524457,,
46.375,-125.625,1998-04-30,1998-05-08,9,2.138051452915088,1.7970177413064674,16.173159671758206,,
46.375,-125.375,1997-08-26,1997-09-13,19,3.2085171693103582,2.688790122,51.08701231971133,,
46.375,-125.375,1997-11-08,1998-01-27,81,2.257709973076393,1.587339059607047,128.5744638281708,,
46.375,-125.375,1998-04-28,1998-05-08,11,2.1377040436638115,1.7750995792382718,19.52609537162099,,
46.375,-125.125,1997-07-30,1997-08-12,14,2.888561587049784,2.051823295108961,28.725526131525445,,
46.375,-125.125,1997-08-28,1997-09-13,17,3.384326890695992,2.867180429988605,48.742067309806295,,
46.375,-125.125,1997-09-20,1997-09-26,7,1.8211696697123188,1.61019655312343,11.271375871864011,,
46.375,-125.125,1997-11-08,1998-02-01,86,2.2795175030066908,1.6354389212566771,140.64774722807422,,
46.375,-125.125,1998-02-21,1998-02-26,6,1.6407151046784936,1.4646419255481855,8.787851553289114,,
46.375,-125.125,1998-04-28,1998-05-09,12,2.1086174211682227,1.748949394761783,20.987392737141395,,
46.375,-124.875,1997-07-31,1997-08-06,7,3.033269603052579,2.261929020204453,15.833503141431173,,
46.375,-124.875,1997-08-29,1997-09-15,18,3.594935127368535,2.967433643517292,53.41380558331125,,
46.375,-124.875,1997-09-19,1997-09-30,12,2.3725947340586924,2.008009215753262,24.096110589039142,,
46.375,-124.875,1997-11-08,1998-02-03,88,2.238161951500654,1.680923361,147.92125576809593,,
46.375,-124.875,1998-02-21,1998-02-26,6,1.825789361974678,1.546771472933813,9.280628837602878,,
46.375,-124.875,1998-03-12,1998-03-17,6,2.038929803819048,1.6258281633524687,9.754968980114812,,
46.375,-124.875,1998-04-28,1998-05-09,12,1.995736546644224,1.703979991842689,20.447759902112267,,
46.375,-124.625,1997-08-28,1997-10-01,35,3.8495665905555168,2.867630782733216,100.36707739566256,,
46.375,-124.625,1997-11-08,1997-11-12,5,1.5972802084383133,1.449263613615728,7.246318068,,
46.375,-124.625,1997-11-16,1998-02-03,80,2.2729298340217774,1.785743139478243,142.85945115825945,,
46.375,-124.625,1998-02-17,1998-02-25,9,1.9954149739475435,1.596127518901719,14.365147670115473,,
46.375,-124.625,1998-03-12,1998-03-20,9,1.9837602324670112,1.5819383338812896,14.237445004931606,,
46.375,-124.625,1998-04-29,1998-05-08,10,1.933680343341756,1.6341640919103462,16.34164091910346,,
46.375,-124.625,1998-08-19,1998-08-23,5,2.3314921111061544,2.0675811698066373,10.337905849033186,,
46.375,-124.375,1997-08-18,1997-08-23,6,2.1119523046124518,2.0430838001969893,12.258502801181937,,
46.375,-124.375,1997-08-28,1997-10-06,40,4.022876734167163,3.2066997250971085,128.26798900388434,,
46.375,-124.375,1997-10-28,1997-11-02,6,1.5793397782936562,1.4345168820418506,8.607101292251103,,
46.375,-124.375,1997-11-06,1997-11-11,6,1.67023637517042,1.5124407344051012,9.074644406430608,,
46.375,-124.375,1997-11-17,1998-02-07,83,2.502528940830363,1.8445874312458663,153.10075679340693,,
46.375,-124.375,1998-02-15,1998-02-26,12,2.197657559485957,1.7401254310510967,20.88150517261316,,
46.375,-124.375,1998-03-05,1998-03-20,16,2.055012528754478,1.5399975547297768,24.63996087567643,,
46.375,-124.375,1998-03-28,1998-04-02,6,1.6902905316105272,1.4235405977041529,8.541243586224917,,
46.375,-124.375,1998-04-30,1998-05-06,7,1.7670925313125814,1.562027689043416,10.93419382330391,,
46.375,-124.375,1998-08-19,1998-08-23,5,2.601952075730616,2.355901444830316,11.77950722415158,,
46.375,-124.125,1997-07-06,1997-07-26,21,3.525059917309205,2.8434350649010973,59.71213636292304,,
46.375,-124.125,1997-08-18,1997-08-23,6,2.4569115762633142,2.343160286917389,14.058961721504334,,
46.375,-124.125,1997-08-28,1997-10-09,43,4.293407892287565,3.486895532004001,149.93650787617204,,
46.375,-124.125,1997-10-17,1997-10-23,7,1.6142000473722984,1.5630880627458577,10.941616439221004,,
46.375,-124.125,1997-10-30,1997-11-11,13,1.895484900186748,1.6114242059593633,20.948514677471724,,
46.375,-124.125,1997-11-17,1997-12-24,38,2.2833054139019886,1.7652743804605535,67.08042645750103,,
46.375,-124.125,1997-12-28,1998-02-08,43,2.650221573778545,2.0560740568039324,88.41118444,,
46.375,-124.125,1998-02-12,1998-02-26,15,2.365073458621426,1.8479555613507548,27.71933342026132,,
46.375,-124.125,1998-03-03,1998-03-20,18,2.052151548,1.5599359239298056,28.07884663,,
46.375,-124.125,1998-03-28,1998-04-02,6,1.7630579947522484,1.478368577842157,8.870211467052942,,
46.375,-124.125,1998-04-30,1998-05-05,6,1.595397736474517,1.405832321694939,8.434993930169636,,
46.375,-124.125,1998-08-19,1998-08-23,5,2.722067415653285,2.4938374915008223,12.46918745750411,,
46.625,-128.625,1998-03-22,1998-03-26,5,1.1258713322023866,1.0506499600232442,5.253249800116221,,
46.625,-128.625,1998-04-30,1998-05-05,6,2.214489915853374,1.945172852727749,11.671037116366492,,
46.625,-128.625,1998-05-30,1998-06-03,5,1.7857910292312695,1.508239135697965,7.541195678489824,,
46.625,-128.375,1998-04-30,1998-05-05,6,2.2444246702578603,2.051491588642046,12.308949531852276,,
46.625,-128.125,1997-09-09,1997-09-15,7,1.6841585480609318,1.3735011091387856,9.6145077639715,,
46.625,-128.125,1998-01-13,1998-01-19,7,1.459008631633674,1.2844689147394983,8.991282403,,
46.625,-128.125,1998-04-30,1998-05-05,6,2.337480773072464,2.068667070449757,12.412002422698544,,
46.625,-127.875,1997-07-01,1997-07-05,5,1.706037186343794,1.5895655786748033,7.947827893374017,,
46.625,-127.875,1997-08-29,1997-09-04,7,1.5539589714921966,1.4302056678055182,10.011439674638629,,
46.625,-127.875,1997-09-08,1997-09-23,16,2.094805093581421,1.4019339947356917,22.430943915771067,,
46.625,-127.875,1998-01-11,1998-01-24,14,1.503195649173401,1.1629624270243817,16.281473978341342,,
46.625,-127.875,1998-04-30,1998-05-06,7,2.297271637362753,1.925786503501277,13.480505524508938,,
46.625,-127.625,1997-07-01,1997-07-06,6,1.780161715233497,1.5748684614244353,9.449210768546612,,
46.625,-127.625,1997-07-27,1997-08-15,20,2.042083181740111,1.6521337257224702,33.04267451,,
46.625,-127.625,1997-08-22,1997-09-23,33,2.344749172851841,1.489676226447468,49.15931547276645,,
46.625,-127.625,1997-12-08,1997-12-12,5,1.75413966561001,1.5505668634184488,7.752834317092244,,
46.625,-127.625,1998-01-10,1998-01-25,16,1.4954809164344365,1.144593049295371,18.313488788725937,,
46.625,-127.625,1998-02-14,1998-02-19,6,1.098345805684371,1.0026581465216775,6.015948879130065,,
