latitude,longitude,start_date,end_date,duration,intensity_max,intensity_mean,intensity_cumulative,rate_onset,rate_decline
42.125,-128.625,1987-04-13,1987-04-18,6,1.9136521380202485,1.5707637548151672,9.424582528891005,0.633439267144265,0.1811942898076864
42.125,-128.625,1990-01-07,1990-01-13,7,1.447450282405267,1.2633182469785391,8.843227728849776,0.0940663405500369,0.139933766921003
42.125,-128.625,1992-03-30,1992-04-24,26,1.6991680876279869,1.3608960318711103,35.38329682864887,0.2698392925536911,0.0235991944205683
42.125,-128.625,1992-05-21,1992-05-25,5,2.2148416624268847,1.843880836584633,9.219404182923164,0.2679028583938065,0.3971693695449243
42.125,-128.625,1992-05-31,1992-06-04,5,2.3916287373725744,1.8598494595088824,9.299247297544412,0.6864154796335414,0.365772552600616
42.125,-128.625,1992-12-11,1992-12-15,5,1.3308849114177246,1.1727962817017512,5.8639814085087565,0.0821309137596857,0.5843704682275064
42.125,-128.625,1993-12-03,1993-12-13,11,1.639609339974923,1.344056166075701,14.784617826832712,0.6358879848756747,0.0531883384853121
42.125,-128.625,1994-01-03,1994-02-22,51,1.8982498965318708,1.3744957927472392,70.0992854301092,0.0653341445704902,0.0188284196306252
42.125,-128.625,1995-06-24,1995-06-30,7,1.738526355941385,1.5783229763435975,11.048260834405184,0.1086508365416348,1.828211329086232
42.125,-128.625,1995-07-22,1995-07-27,6,1.9889167540315495,1.759940815561615,10.55964489336969,0.1046731512118144,1.0025003903203036
42.125,-128.625,1995-09-30,1995-10-05,6,1.4244693828167314,1.3253056023157193,7.9518336138943155,0.0616817933915823,0.0944215750719273
42.125,-128.625,1997-01-09,1997-01-14,6,1.3351363713923767,1.2533932201007962,7.520359320604777,0.1125628369197446,0.0614534257934441
42.125,-128.625,1997-02-21,1997-02-26,6,1.5364528967349962,1.357474183062828,8.144845098376967,0.3540656233346588,0.1910481277732682
42.125,-128.625,1997-03-18,1997-03-29,12,2.0316900832249747,1.3090046490055578,15.708055788066694,0.1278577349592389,0.2293600716330327
42.125,-128.625,1997-05-08,1997-05-13,6,1.6738535724232229,1.3766683852394264,8.260010311436558,0.1193600206356983,0.3824993375188376
42.125,-128.625,1997-05-17,1997-06-08,23,2.604361805463478,2.096773267490411,48.22578515227945,0.1498911429977855,0.0853244897143353
42.125,-128.625,1997-06-15,1997-06-28,14,1.9550098700030047,1.629719501824312,22.81607302554037,0.2950631786009001,0.0667766633144646
42.125,-128.625,1997-07-03,1997-07-09,7,1.954427765424338,1.716584666404484,12.016092664831389,0.1359877445120613,0.224892162686438
42.125,-128.625,1997-08-02,1997-08-07,6,2.460469260999812,1.9537081179267293,11.722248707560375,0.3390150124080315,0.4427754473378918
42.125,-128.625,1997-09-09,1997-09-13,5,1.9048793347609705,1.5411850461576642,7.705925230788321,0.192332110718691,0.2764991773131721
42.125,-128.625,2003-07-14,2003-07-22,9,2.362203115429306,1.8309563107408768,16.47860679666789,0.1805438753177849,0.2783830597748604
42.125,-128.625,2004-04-25,2004-04-30,6,1.5171407292307624,1.325638446076388,7.953830676458329,0.109456354676714,0.4890737594272896
42.125,-128.625,2004-05-05,2004-05-23,19,1.8838536105701955,1.5719173578947163,29.86642979999961,0.1062695847098745,0.0789960666014008
42.125,-128.625,2004-05-30,2004-06-03,5,1.6720455468599305,1.5018685630892517,7.509342815446258,0.1232869286434442,1.1700155714365827
42.125,-128.625,2004-06-20,2004-06-25,6,1.5982961439382295,1.4446717136871887,8.668030282123132,0.2604685845889197,0.2903088410768174
42.125,-128.625,2004-07-07,2004-07-24,18,2.4334021266970325,1.7841658261245277,32.1149848702415,0.1032021587626525,0.428934172215554
42.125,-128.625,2004-08-14,2004-08-27,14,2.054244772877187,1.7304706089923083,24.22658852589232,0.1316586226114471,0.1316335000626669
42.125,-128.625,2004-09-12,2004-09-18,7,1.8848788769972984,1.6028489766432945,11.219942836503062,0.901099437598372,0.0914292906732248
42.125,-128.625,2005-03-08,2005-03-13,6,1.845372504757922,1.432420569935492,8.594523419612951,0.2885122291161731,0.3344590297314713
42.125,-128.625,2005-12-21,2006-01-01,12,1.3998172737273735,1.283251283554711,15.399015402656532,0.2239918251500761,0.0249657824310253
42.125,-128.625,2007-06-14,2007-06-18,5,1.5650104803545677,1.379010010285942,6.89505005142971,0.3019401585934613,0.2180880151064574
42.125,-128.625,2007-06-29,2007-07-07,9,1.8144119306011584,1.5794357895075144,14.214922105567627,0.1352929126547245,0.2976941160837421
42.125,-128.625,2007-07-24,2007-07-28,5,1.5189174406770576,1.4340679755747772,7.170339877873886,0.0761091674085316,0.1125819301780832
42.125,-128.625,2013-12-25,2014-01-06,13,1.4265953753801703,1.251520579095622,16.269767528243083,0.0277289121410684,0.3782957248687311
42.125,-128.625,2014-01-13,2014-01-30,18,1.861517510986454,1.5529513324279605,27.95312398370329,0.0871365529049948,0.0708712900850524
42.125,-128.625,2014-02-28,2014-03-18,19,1.7607234644821634,1.258771745876123,23.91666317164633,0.0628727124628691,0.1370482583822441
42.125,-128.625,2014-03-22,2014-03-31,10,1.522343652752742,1.2833694611147994,12.833694611147994,0.1909109463301796,0.0602409389979486
42.125,-128.625,2014-04-05,2014-04-12,8,1.9153073130989944,1.4992793126435615,11.994234501148492,0.5179972639189874,0.1648945289525205
42.125,-128.625,2014-04-30,2014-05-30,31,2.7454719701503034,1.8707641463947289,57.99368853823659,0.0840447448880954,0.1024817324368551
42.125,-128.625,2014-06-23,2014-06-29,7,1.8010455536531769,1.5429529544212877,10.800670680949011,0.1269842135166122,0.1953972283338444
