latitude,longitude,start_date,end_date,duration,intensity_max,intensity_mean,intensity_cumulative
53.875,-164.375,2018-05-15,2018-05-21,7,1.1449549582114074,1.0863136269113658,7.604195388379561
53.875,-164.375,2018-09-15,2018-12-03,80,1.7454661931460214,1.256761446599271,100.54091572794168
53.875,-164.375,2019-01-25,2019-03-05,40,1.5900109385581789,1.229307222369538,49.17228889478152
53.875,-164.375,2019-03-09,2019-03-13,5,1.2608916443114415,1.201229823374446,6.00614911687223
53.875,-164.375,2019-03-25,2019-06-29,97,2.251452469615992,1.6266408857538952,157.78416591812783
53.875,-164.375,2019-07-09,2019-09-17,71,4.533407587599543,2.521602873375918,179.03380400969016
53.875,-164.375,2019-09-24,2019-10-17,24,1.797791599831157,1.4173931861786089,34.01743646828661
53.875,-164.375,2019-11-09,2019-12-25,47,1.6421780894345668,1.265246436101909,59.46658249678971
53.875,-164.125,2018-05-15,2018-05-21,7,1.1676325063435105,1.078833287052895,7.551833009370264
53.875,-164.125,2018-09-15,2018-11-23,70,1.717719728436288,1.3063588331172191,91.44511831820536
53.875,-164.125,2019-01-25,2019-03-05,40,1.528914955669134,1.1807590087429634,47.23036034971854
53.875,-164.125,2019-03-09,2019-03-13,5,1.2923041218828026,1.2343637544272124,6.171818772136062
53.875,-164.125,2019-03-25,2019-06-26,94,2.41395100594033,1.6668570611123767,156.6845637445634
53.875,-164.125,2019-07-09,2019-09-18,72,4.4120527111307,2.5698257518148684,185.0274541306705
53.875,-164.125,2019-09-24,2019-10-17,24,1.834559109949764,1.3964502866899746,33.51480688055939
53.875,-164.125,2019-11-09,2019-12-25,47,1.6816323554644017,1.3140884457440694,61.762156949971256
53.875,-163.875,2018-05-15,2018-05-21,7,1.1923996128994006,1.1067728711379805,7.747410097965862
53.875,-163.875,2018-09-15,2018-11-23,70,1.7834282991590165,1.3223052051303408,92.56136435912386
53.875,-163.875,2019-01-26,2019-03-13,47,1.5004178867661708,1.141218118570437,53.63725157281054
53.875,-163.875,2019-03-25,2019-06-26,94,2.517716712849115,1.6794740531738526,157.87056099834214
53.875,-163.875,2019-07-09,2019-09-18,72,4.222880233511082,2.581198225061371,185.8462722044187
53.875,-163.875,2019-09-25,2019-10-17,23,1.8529182585103785,1.386922536270613,31.8992183342241
53.875,-163.875,2019-11-09,2019-12-28,50,1.6919998906807692,1.3209114660083738,66.0455733004187
53.875,-163.625,2018-02-09,2018-02-13,5,1.1278670138044924,1.042990261163648,5.214951305818241
53.875,-163.625,2018-05-15,2018-05-21,7,1.208616797222536,1.112132995369347,7.78493096758543
53.875,-163.625,2018-09-15,2018-11-23,70,1.7367163530426204,1.3396041759714168,93.77229231799916
53.875,-163.625,2019-01-27,2019-02-06,11,1.146279605159778,1.0757257401461204,11.832983141607324
53.875,-163.625,2019-02-16,2019-03-13,26,1.5110942492853296,1.2243231362423082,31.83240154230001
53.875,-163.625,2019-03-25,2019-06-26,94,2.521358637352958,1.663697265324375,156.38754294049124
53.875,-163.625,2019-07-09,2019-09-18,72,4.061288400409509,2.500514830893773,180.03706782435165
53.875,-163.625,2019-09-26,2019-10-16,21,1.7719511987177157,1.3955642463807665,29.306849173996092
53.875,-163.625,2019-11-09,2019-12-28,50,1.7227126794593186,1.3319442098631955,66.59721049315978
53.875,-163.375,2018-02-09,2018-02-13,5,1.2151660054426858,1.1064341436802818,5.532170718401409
53.875,-163.375,2018-04-30,2018-05-04,5,1.1018678005606315,1.009102679256819,5.045513396284095
53.875,-163.375,2018-05-15,2018-05-21,7,1.2409219488720025,1.1019253126354018,7.713477188447813
53.875,-163.375,2018-09-14,2018-09-26,13,1.8357572644570244,1.4448069928059757,18.782490906477683
53.875,-163.375,2018-09-30,2018-11-23,55,1.688619188269561,1.3278613841454212,73.03237612799816
53.875,-163.375,2019-01-27,2019-02-06,11,1.2674527071787818,1.106010260383235,12.166112864215584
53.875,-163.375,2019-02-17,2019-03-13,25,1.4723938629307942,1.2105904502898956,30.26476125724739
53.875,-163.375,2019-03-22,2019-06-26,97,2.5776382748216005,1.6287373468423243,157.98752264370546
53.875,-163.375,2019-07-09,2019-09-17,71,3.9808348431032554,2.438505178775876,173.1338676930872
53.875,-163.375,2019-09-25,2019-10-16,22,1.7021002631965825,1.3585235719160431,29.88751858215295
53.875,-163.375,2019-11-09,2019-12-28,50,1.7204438675650169,1.3253427827483533,66.26713913741766
53.875,-162.625,2018-09-12,2018-09-26,15,1.8948797351337452,1.5326103752853422,22.98915562928013
53.875,-162.625,2018-09-30,2018-11-30,62,1.861021803551056,1.342519966310191,83.23623791123184
53.875,-162.625,2019-01-26,2019-03-14,48,1.637648989389835,1.1421173736329242,54.821633934380365
53.875,-162.625,2019-03-22,2019-06-25,96,2.341499599706625,1.5461804409569346,148.43332233186572
53.875,-162.625,2019-07-09,2019-09-17,71,4.027000295708026,2.233340037503067,158.56714266271774
53.875,-162.625,2019-09-24,2019-10-16,23,1.79680850862408,1.3874594419506858,31.911567164865776
53.875,-162.625,2019-11-02,2019-12-25,54,1.7298713052960322,1.3061584964412605,70.53255880782807
54.125,-164.625,2018-04-18,2018-04-23,6,1.240997138086302,1.1146823839940867,6.688094303964521
54.125,-164.625,2018-05-15,2018-05-21,7,1.1665758163348672,1.077411812842683,7.541882689898781
54.125,-164.625,2018-06-08,2018-06-13,6,1.2772335282518723,1.1932754721149013,7.159652832689408
54.125,-164.625,2018-09-15,2018-12-16,93,1.660733689357576,1.2190570347545104,113.37230423216948
54.125,-164.625,2019-01-25,2019-01-29,5,1.1962901828342636,1.1450080665698383,5.725040332849192
54.125,-164.625,2019-02-02,2019-02-09,8,1.1829835279712704,1.1048918026982872,8.839134421586298
54.125,-164.625,2019-02-16,2019-03-13,26,1.6730544022917164,1.3588123182706686,35.32912027503738
54.125,-164.625,2019-03-25,2019-06-29,97,2.3872336617662766,1.6982591666381306,164.73113916389866
54.125,-164.625,2019-07-10,2019-09-04,57,4.341633325354913,2.507648917710403,142.93598830949296
54.125,-164.625,2019-09-13,2019-09-17,5,1.3960309305032528,1.154971747132688,5.77485873566344
54.125,-164.625,2019-09-27,2019-10-16,20,1.621510296296746,1.317060560145337,26.34121120290673
54.125,-164.625,2019-11-13,2019-12-25,43,1.658244268542278,1.2002758672619764,51.61186229226499
54.125,-164.375,2018-04-18,2018-04-23,6,1.2406049079908996,1.1021133915847423,6.612680349508454
54.125,-164.375,2018-04-29,2018-05-03,5,1.0682882475130486,1.008570710834287,5.042853554171435
54.125,-164.375,2018-05-13,2018-05-21,9,1.171268797153835,1.078111712846096,9.703005415614864
54.125,-164.375,2018-09-15,2018-12-16,93,1.7131115902670435,1.231066162924222,114.48915315195266
54.125,-164.375,2019-01-24,2019-03-13,49,1.6530859821527928,1.2220860199259356,59.88221497637085
54.125,-164.375,2019-03-25,2019-06-29,97,2.5171190302392965,1.7346030914199393,168.2564998677341
54.125,-164.375,2019-07-08,2019-09-04,59,4.539947606065292,2.631988736437897,155.28733544983592
54.125,-164.375,2019-09-10,2019-09-17,8,1.5071872578338468,1.2016451234109011,9.613160987287207
54.125,-164.375,2019-09-27,2019-10-15,19,1.6355187152254749,1.3523886939493936,25.69538518503848
54.125,-164.375,2019-11-10,2019-12-25,46,1.613796823931347,1.227419884002522,56.46131466411602
54.125,-164.125,2018-04-18,2018-04-23,6,1.2925405630559634,1.1417543391843077,6.850526035105846
54.125,-164.125,2018-04-29,2018-05-03,5,1.090868840620781,1.0329055525457171,5.164527762728586
54.125,-164.125,2018-05-13,2018-05-21,9,1.1798435980623427,1.0898155218746717,9.808339696872045
54.125,-164.125,2018-09-15,2018-12-09,86,1.6316128308006288,1.2258523358828044,105.42330088592118
54.125,-164.125,2019-01-22,2019-02-06,16,1.1814720234563278,1.094689429525144,17.515030872402306
54.125,-164.125,2019-02-16,2019-03-13,26,1.6063614678988825,1.3495349094940583,35.087907646845515
54.125,-164.125,2019-03-22,2019-06-29,100,2.7233995380988905,1.763396362131234,176.3396362131234
54.125,-164.125,2019-07-08,2019-09-17,72,4.611199754097825,2.5212160416025937,181.52755499538677
54.125,-164.125,2019-09-25,2019-10-15,21,1.6330956183104457,1.3407218335943674,28.155158505481715
54.125,-164.125,2019-11-09,2019-12-25,47,1.6080079885521954,1.2688849072823964,59.63759064227264
54.125,-163.875,2018-02-10,2018-02-14,5,1.3965219900696622,1.2036718381977731,6.018359190988866
54.125,-163.875,2018-04-18,2018-04-23,6,1.327012629324856,1.1763975085537064,7.058385051322238
54.125,-163.875,2018-04-28,2018-05-04,7,1.1141996361409934,1.0259089366548335,7.181362556583837
54.125,-163.875,2018-05-13,2018-05-22,10,1.2107392271825883,1.1325492743231576,11.325492743231576
54.125,-163.875,2018-09-15,2018-12-02,79,1.6201932185556185,1.216880929075781,96.1335933969867
54.125,-163.875,2019-01-22,2019-02-06,16,1.1675735889758303,1.067650400286401,17.082406404582414
54.125,-163.875,2019-02-16,2019-06-26,131,2.832219490860449,1.6541931143026314,216.69929797364472
54.125,-163.875,2019-07-08,2019-09-17,72,4.4456479807636455,2.575752266244832,185.45416316962783
54.125,-163.875,2019-09-25,2019-10-15,21,1.6632343364018265,1.3519958911292558,28.39191371371437
54.125,-163.875,2019-11-09,2019-12-25,47,1.6471330611470387,1.3136367565600398,61.74092755832187
54.125,-163.625,2018-02-09,2018-02-14,6,1.445804628942486,1.252774304447713,7.51664582668628
54.125,-163.625,2018-04-18,2018-04-23,6,1.2814309879481969,1.1391200697161783,6.834720418297071
54.125,-163.625,2018-04-29,2018-05-04,6,1.1353634044105592,1.0476621845678231,6.28597310740694
54.125,-163.625,2018-05-13,2018-05-22,10,1.233879553432688,1.1311111758088548,11.311111758088549
54.125,-163.625,2018-09-13,2018-12-01,80,1.5681717030347144,1.1879861792316082,95.03889433852864
54.125,-163.625,2019-01-26,2019-02-06,12,1.207233797210403,1.0662098674966058,12.79451840995927
54.125,-163.625,2019-02-16,2019-06-26,131,2.8173232920125564,1.6361708919076494,214.33838683990209
54.125,-163.625,2019-07-04,2019-09-17,76,4.196969732208105,2.4683549679097814,187.5949775611434
