latitude,longitude,start_date,end_date,duration,intensity_max,intensity_mean,intensity_cumulative
63.625,-166.375,2017-10-30,2017-11-12,14,3.3943783772981866,2.597532292572133,36.36545209600986
63.625,-166.375,2017-12-26,2018-01-01,7,1.0535170635323496,0.9461736717808292,6.623215702465806
63.625,-166.375,2018-05-02,2018-05-20,19,2.955705681427738,1.8466521612909148,35.08639106452738
63.625,-166.375,2018-06-24,2018-12-14,174,7.535127897660374,3.1173352823378213,542.4163391267809
63.625,-166.375,2019-04-10,2019-04-15,6,1.2476832792832937,1.086491855033168,6.518951130199008
63.625,-166.375,2019-05-13,2019-07-03,52,5.699291972149408,3.240646807601996,168.5136339953038
63.625,-166.375,2019-07-15,2019-07-26,12,3.915320773884464,3.47122746568019,41.65472958816228
63.625,-166.125,2017-10-29,2017-11-13,16,3.215329654117133,2.49541110451732,39.92657767227712
63.625,-166.125,2018-05-02,2018-05-28,27,2.922197344582182,1.9281422054754989,52.05983954783847
63.625,-166.125,2018-06-24,2018-12-05,165,7.30449815412723,3.241933804000521,534.919077660086
63.625,-166.125,2019-04-10,2019-04-15,6,1.4376461411366568,1.236186049804947,7.417116298829683
63.625,-166.125,2019-05-13,2019-07-03,52,6.042361799991332,3.575013130322031,185.9006827767456
63.625,-166.125,2019-07-15,2019-07-26,12,4.295632260798943,3.74246306466664,44.90955677599968
63.625,-166.125,2019-08-21,2019-08-27,7,2.5055778777494453,2.379323382032032,16.655263674224223
63.875,-166.375,2017-10-29,2017-11-13,16,3.2495347592366066,2.46032783840388,39.36524541446208
63.875,-166.375,2018-05-03,2018-05-20,18,2.8711857476199767,1.7423604994847404,31.362488990725325
63.875,-166.375,2018-06-18,2018-12-14,180,6.42785364318628,3.103162503479834,558.5692506263701
63.875,-166.375,2019-04-10,2019-04-15,6,1.13167838778507,0.9840817837002416,5.904490702201449
63.875,-166.375,2019-05-13,2019-07-03,52,6.188377842332217,3.478800713370447,180.89763709526324
63.875,-166.375,2019-07-15,2019-07-26,12,3.514942916723756,3.0775734723245485,36.93088166789458
63.875,-166.125,2017-10-29,2017-11-18,21,3.1550147993548365,2.305416810444341,48.413753019331175
63.875,-166.125,2018-05-02,2018-05-10,9,1.766349968138467,1.4013843928696916,12.612459535827226
63.875,-166.125,2018-05-14,2018-05-21,8,2.7583479561292195,2.4433206440649884,19.546565152519907
63.875,-166.125,2018-06-24,2018-12-06,166,6.340342057210085,3.250350526584383,539.5581874130075
63.875,-166.125,2019-04-10,2019-04-15,6,1.35982503428844,1.1436554241926995,6.861932545156198
63.875,-166.125,2019-05-13,2019-07-26,75,6.406160653463928,3.5708124223849254,267.8109316788694
63.875,-166.125,2019-08-21,2019-08-27,7,2.4928384488628765,2.337381823631227,16.36167276541859
63.875,-165.875,2017-10-29,2017-11-21,24,2.9452980035863168,2.176242005118714,52.229808122849136
63.875,-165.875,2018-05-06,2018-05-23,18,2.90485734976646,1.9979875627857888,35.9637761301442
63.875,-165.875,2018-06-24,2018-11-18,148,6.347066698155619,3.4690300867371904,513.4164528371042
63.875,-165.875,2018-11-29,2018-12-05,7,2.04676156231946,1.5343175712611588,10.740222998828113
63.875,-165.875,2019-04-10,2019-04-16,7,1.4966246102791816,1.1547447231879509,8.083213062315656
63.875,-165.875,2019-05-13,2019-07-26,75,6.602160689299189,3.8247384722014135,286.855385415106
63.875,-165.875,2019-08-21,2019-08-27,7,2.9459949451457703,2.7449021571209564,19.214315099846694
63.875,-165.625,2017-10-29,2017-11-21,24,2.759733945977413,2.136694372145586,51.28066493149407
63.875,-165.625,2018-05-06,2018-05-23,18,3.1711877593222573,2.183718097355936,39.30692575240684
63.875,-165.625,2018-06-24,2018-11-18,148,6.57966971823314,3.447323756524786,510.20391596566833
63.875,-165.625,2018-11-29,2018-12-04,6,1.6724379473634403,1.2599115341574345,7.559469204944606
63.875,-165.625,2019-04-11,2019-04-16,6,1.618318685017461,1.1811599867768905,7.086959920661343
63.875,-165.625,2019-05-13,2019-07-26,75,6.5434023188370665,3.934494773774837,295.0871080331128
63.875,-165.625,2019-08-19,2019-08-28,10,3.376105641596244,2.72251481434933,27.2251481434933
63.875,-165.375,2017-10-26,2017-11-13,19,2.757478043960293,2.3704579324745225,45.03870071701593
63.875,-165.375,2018-05-06,2018-05-23,18,3.1514945664440344,2.32666530047859,41.87997540861463
63.875,-165.375,2018-06-24,2018-11-18,148,6.610089401179016,3.390427477394935,501.7832666544504
63.875,-165.375,2019-04-11,2019-04-15,5,1.600153474640265,1.1526653024886726,5.763326512443363
63.875,-165.375,2019-05-13,2019-07-26,75,6.424535480416757,3.928787714409482,294.65907858071114
63.875,-165.375,2019-08-19,2019-09-01,14,3.520060497691322,2.6106052107591906,36.54847295062867
63.875,-165.125,2017-10-26,2017-11-13,19,2.826106550049798,2.3963654549260656,45.53094364359524
63.875,-165.125,2018-05-06,2018-05-23,18,3.053063529318714,2.2913402123657933,41.24412382258428
63.875,-165.125,2018-06-21,2018-08-05,46,6.523113588849673,4.4656244658064015,205.41872542709447
63.875,-165.125,2018-08-14,2018-11-18,97,4.293730758956634,2.832865932312429,274.7879954343056
63.875,-165.125,2019-05-04,2019-07-30,88,6.281375171433869,3.5585544959263107,313.1527956415153
63.875,-165.125,2019-08-19,2019-09-21,34,3.3893508919989053,2.264736326659955,77.00103510643848
64.125,-166.625,2017-10-29,2017-11-18,21,2.988380175699296,2.2083976547964714,46.3763507507259
64.125,-166.625,2018-05-14,2018-05-21,8,3.293249362919986,2.5027211948899,20.0217695591192
