latitude,longitude,start_date,end_date,duration,intensity_max,intensity_mean,intensity_cumulative
54.125,-164.625,2016-11-23,2016-12-28,36,1.606853300991414,1.23760275375853,44.553699135307085
54.125,-164.625,2017-01-05,2017-01-12,8,1.4687607889569714,1.2538198547810024,10.03055883824802
54.125,-164.625,2017-06-12,2017-06-16,5,1.8508720569713135,1.5275002370901467,7.637501185450733
54.125,-164.625,2017-11-04,2017-11-19,16,1.2409980483535223,1.0311212455043584,16.497939928069734
54.125,-164.375,2016-01-19,2016-01-30,12,1.2399802570818457,1.1342802014066478,13.611362416879771
54.125,-164.375,2016-02-04,2016-06-19,137,2.970716368138268,1.7216387394522472,235.86450730495787
54.125,-164.375,2016-06-25,2016-08-13,50,2.751696854672474,2.033777946265213,101.68889731326064
54.125,-164.375,2016-08-25,2016-11-18,86,4.146738930484998,2.215444497588538,190.52822679261428
54.125,-164.375,2016-11-22,2016-12-28,37,1.624338560113694,1.2765535914330706,47.23248288302361
54.125,-164.375,2017-01-04,2017-01-11,8,1.5222692849370718,1.200384900210514,9.603079201684112
54.125,-164.375,2017-11-03,2017-11-18,16,1.1523881098392064,0.966135565978806,15.458169055660896
54.125,-164.375,2017-11-23,2017-11-27,5,0.93195982226412,0.8951059472409408,4.475529736204704
54.125,-164.125,2016-01-18,2016-01-30,13,1.2115737628144378,1.1295333558178522,14.68393362563208
54.125,-164.125,2016-02-05,2016-06-19,136,3.0034002247443983,1.7709640557741215,240.8511115852805
54.125,-164.125,2016-06-25,2016-08-13,50,2.857121765625209,2.134676516235516,106.7338258117758
54.125,-164.125,2016-08-24,2016-12-29,128,4.048471019135192,1.9265752042654667,246.6016261459797
54.125,-164.125,2017-01-04,2017-01-11,8,1.5828978349698453,1.1921161846963968,9.536929477571174
54.125,-164.125,2017-11-03,2017-11-12,10,1.0516954207583495,0.9192852837272648,9.19285283727265
54.125,-163.875,2016-01-18,2016-01-30,13,1.1709581743004502,1.0988055594337978,14.28447227263937
54.125,-163.875,2016-02-05,2016-06-19,136,3.10565388969429,1.815210633341496,246.86864613444345
54.125,-163.875,2016-06-25,2016-08-13,50,2.8723906331514435,2.2520021811557087,112.60010905778545
54.125,-163.875,2016-08-18,2016-12-29,134,4.152090012689257,1.909464129115754,255.86819330151104
54.125,-163.875,2017-01-04,2017-01-08,5,1.6235137338910368,1.3002336613571968,6.501168306785984
54.125,-163.875,2017-10-31,2017-11-11,12,1.0591988229332054,0.8983780873097583,10.7805370477171
54.125,-163.625,2016-01-18,2016-01-30,13,1.1620584400867795,1.0699648548622802,13.909543113209644
54.125,-163.625,2016-02-05,2016-06-21,138,3.177323902364119,1.842567527904164,254.27431885077465
54.125,-163.625,2016-06-25,2016-08-14,51,3.0535067547101797,2.306593555942841,117.63627135308492
54.125,-163.625,2016-08-18,2016-12-29,134,4.175038829553628,1.899303604470049,254.50668299898663
54.125,-163.625,2017-01-04,2017-01-08,5,1.619891221982014,1.3316418588845045,6.658209294422522
54.125,-163.625,2017-08-08,2017-08-17,10,2.830717716049236,1.7188744541347192,17.18874454134719
54.125,-163.625,2017-10-31,2017-11-07,8,1.085035978011489,0.897405654325981,7.179245234607848
