simulation,n_disasters,total_appropriation,mean_appropriation
263,1,13237017.677228784,13237017.677228784
264,3,38451014.56145698,12817004.853818992
265,4,145907405.02290663,36476851.25572666
266,2,59476811.047664896,29738405.523832448
267,2,29360110.03750734,14680055.01875367
268,2,12340273.04667377,6170136.523336885
269,1,18764375.05695711,18764375.05695711
270,6,265710360.50479364,44285060.08413228
271,4,139890791.2069243,34972697.80173107
272,3,15961995.778374221,5320665.259458073
273,5,384249136.0523468,76849827.21046937
274,5,71039038.22727118,14207807.645454237
275,2,10124777.078774527,5062388.539387263
276,1,13309609.932456393,13309609.932456393
277,6,268808838.5484599,44801473.09140998
278,3,48974231.10919681,16324743.703065604
279,4,121124273.82162876,30281068.45540719
280,4,73790205.96239144,18447551.49059786
281,3,110686503.73616922,36895501.24538974
282,2,17046728.107351106,8523364.053675553
283,3,30550747.841997765,10183582.613999255
284,2,368565349.486052,184282674.743026
285,1,7563638.497139247,7563638.497139247
286,4,25320371.45118518,6330092.862796295
287,2,270194532.50167006,135097266.25083503
288,1,47578477.13954736,47578477.13954736
289,4,52463233.78388739,13115808.445971847
290,2,113157235.8278721,56578617.91393605
291,2,51046205.28284046,25523102.64142023
292,2,59992930.602305576,29996465.301152788
293,4,94967576.1800817,23741894.045020424
294,1,3746703.138166894,3746703.138166894
295,4,237215812.26159465,59303953.06539866
296,1,10184422.313851703,10184422.313851703
297,4,244246588.59413758,61061647.148534395
298,1,26018937.65832964,26018937.65832964
299,2,81180251.34646675,40590125.673233375
300,5,2654392297.984261,530878459.5968522
301,4,37361980.169199884,9340495.042299971
302,3,21262231.870997712,7087410.623665904
303,5,36269311.76037437,7253862.352074874
304,3,58168178.051062636,19389392.683687545
305,1,11168011.826163856,11168011.826163856
306,2,158063376.7456431,79031688.37282155
307,4,17280997.99303692,4320249.49825923
308,2,3695896.6987829083,1847948.3493914541
309,3,54200720.79598104,18066906.931993682
310,1,3470428.1713883104,3470428.1713883104
311,4,341365863.0671475,85341465.76678687
312,1,48773460.898525976,48773460.898525976
313,2,61729878.01060972,30864939.00530486
314,1,11858655.834492467,11858655.834492467
315,4,100034194.42681219,25008548.606703047
316,1,202386598.7755521,202386598.7755521
317,5,66360005.159613304,13272001.03192266
318,2,5395438.344382527,2697719.1721912636
319,7,479944229.0580813,68563461.29401162
320,4,192159893.29178727,48039973.32294682
321,1,1921007.7520026602,1921007.7520026602
322,4,68135411.50747564,17033852.87686891
323,3,101652878.15639064,33884292.71879688
324,3,88879956.4010505,29626652.1336835
325,1,11786159.146858292,11786159.146858292
326,1,12880695.238605129,12880695.238605129
327,3,38274378.19606259,12758126.065354196
328,3,260222357.02596277,86740785.67532092
329,1,1757328.2351795542,1757328.2351795542
330,3,44851818.87266647,14950606.290888824
331,2,33574056.32822963,16787028.164114814
332,3,167121961.48114341,55707320.493714474
333,2,8101847.210103415,4050923.6050517075
334,3,214998237.99376982,71666079.33125661
335,4,51228814.10547188,12807203.52636797
336,3,1079460107.3234653,359820035.77448845
337,5,112527635.55537266,22505527.11107453
338,4,39538501.64895843,9884625.412239607
339,5,1801172162.968648,360234432.5937296
340,5,66078044.74769589,13215608.949539179
341,3,179244238.0621206,59748079.3540402
342,3,53047579.870751455,17682526.62358382
343,3,108623766.93439926,36207922.31146642
344,2,21406781.496888526,10703390.748444263
345,2,40854305.67713809,20427152.838569045
346,2,100267859.5165303,50133929.75826515
347,4,105887668.95223048,26471917.23805762
348,3,5632537.316188346,1877512.4387294485
349,3,356563054.8926977,118854351.63089924
350,1,7142581.445665541,7142581.445665541
351,1,4140744.8390732235,4140744.8390732235
352,2,263375161.1094994,131687580.5547497
353,4,29548626.02081305,7387156.505203263
354,4,120067054.83587158,30016763.708967894
355,3,63512504.249812156,21170834.749937385
356,7,608922596.7455955,86988942.39222792
357,3,50785729.38733293,16928576.46244431
358,5,1379922656.9348135,275984531.3869627
359,3,897515282.5198917,299171760.8399639
360,2,25608943.89581145,12804471.947905725
361,3,360121872.5531924,120040624.18439746
362,1,651692712.1499566,651692712.1499566
363,1,8102175.236395573,8102175.236395573
364,1,35239662.33169949,35239662.33169949
365,5,54777038.430290565,10955407.686058113
366,4,113467087.88944004,28366771.97236001
367,1,15921861.544560827,15921861.544560827
368,3,106950477.57684594,35650159.192281984
369,5,148540804.3256864,29708160.86513728
370,4,37758386.35775492,9439596.58943873
371,7,196474108.17084175,28067729.73869168
372,3,2522634818.3298144,840878272.7766048
373,2,61487159.08222103,30743579.541110516
374,3,31958342.187506825,10652780.729168942
375,4,165431342.5877915,41357835.646947876
376,3,87147100.40689796,29049033.46896599
377,2,240813591.41174954,120406795.70587477
378,5,367846155.12019295,73569231.02403858
379,6,131543391.56112047,21923898.59352008
380,2,21894847.4743202,10947423.7371601
381,1,55298671.5366186,55298671.5366186
382,4,151882621.44295913,37970655.36073978
383,2,84856129.43905124,42428064.71952562
384,1,136454383.97433698,136454383.97433698
385,2,24848870.734973725,12424435.367486862
386,4,1257870206.7500868,314467551.6875217
387,6,556164094.8749976,92694015.8124996
388,4,377869952.6130198,94467488.15325496
389,4,167171001.01219904,41792750.25304976
390,2,20645825.076662708,10322912.538331354
391,4,230954852.03345588,57738713.00836397
392,1,7264377.145101658,7264377.145101658
393,1,46720311.267546594,46720311.267546594
394,2,10738816.091620445,5369408.045810223
395,2,3289719.864853751,1644859.9324268755
396,4,270458998.0650749,67614749.51626873
397,3,19784534.320256814,6594844.773418938
398,1,8711938.032194767,8711938.032194767
399,4,36350534.95646736,9087633.73911684
400,4,37883189.89664171,9470797.474160427
401,5,492260498.39429253,98452099.6788585
402,2,109733822.69769615,54866911.348848075
403,3,71381252.33809772,23793750.77936591
404,3,441086500.56480694,147028833.5216023
405,2,175021510.85826582,87510755.42913291
406,4,69441018.95470178,17360254.738675445
407,2,138909899.74714607,69454949.87357304
408,5,241741185.53706673,48348237.107413344
409,5,174919433.02972338,34983886.60594468
410,3,24582002.212210815,8194000.737403605
411,2,39861744.78436948,19930872.39218474
412,2,10349869.572024195,5174934.786012097
413,2,4708755.518298215,2354377.7591491076
414,3,101514713.77350539,33838237.9245018
415,2,25537618.826837108,12768809.413418554
416,2,167911825.77773312,83955912.88886656
417,4,53286533.34775266,13321633.336938165
418,3,650023791.4083283,216674597.13610944
419,4,99160677.99454752,24790169.49863688
420,1,4822037.216427845,4822037.216427845
421,4,115278465.17604928,28819616.29401232
422,4,11993319.75838553,2998329.9395963824
423,3,191494540.96806258,63831513.65602086
424,2,30190582.958463475,15095291.479231738
425,2,306041440.67948204,153020720.33974102
426,5,90917707.45031905,18183541.49006381
427,4,206992077.01058125,51748019.252645314
428,2,302099399.5746592,151049699.7873296
429,1,1159310.9982781352,1159310.9982781352
430,3,216933137.34417772,72311045.78139257
431,5,127316423.05865273,25463284.611730546
432,2,56363510.30602389,28181755.153011944
433,4,429804224.39816207,107451056.09954052
434,2,16486235.149177656,8243117.574588828
435,2,199648883.01385972,99824441.50692986
436,3,143655154.90987796,47885051.63662598
437,10,282078031.3110146,28207803.13110146
438,1,1720007.770177117,1720007.770177117
439,3,59940470.41650777,19980156.80550259
440,2,189558083.42239016,94779041.71119508
441,8,70757522.6365639,8844690.329570487
442,2,67489710.20049292,33744855.10024646
443,3,52266936.77708616,17422312.25902872
444,4,47365794.41832594,11841448.604581485
445,5,147830756.15755206,29566151.231510412
446,6,255134043.7583047,42522340.62638412
447,1,776699.2341100225,776699.2341100225
448,5,587817805.2191497,117563561.04382995
449,4,54228949.68216333,13557237.420540832
450,1,11931331.647818435,11931331.647818435
451,3,52524572.82333273,17508190.94111091
452,3,21909044.26006455,7303014.75335485
453,3,229444443.13684186,76481481.04561396
454,3,13457725.934087882,4485908.644695961
455,2,189986539.7000794,94993269.8500397
456,2,308427782.59263283,154213891.29631642
457,5,80206794.04642256,16041358.809284512
458,2,4730751.0229657255,2365375.5114828628
459,3,234561950.84144807,78187316.94714935
460,3,10308882.529156614,3436294.176385538
461,2,11941735.805743326,5970867.902871663
462,1,18565363.74133045,18565363.74133045
463,1,3578066.2557609617,3578066.2557609617
464,3,178280292.99866214,59426764.33288738
465,4,195085205.34409443,48771301.33602361
466,2,11455134.645991031,5727567.322995516
467,5,73966440.91642028,14793288.183284055
468,4,266393065.7168637,66598266.42921592
469,4,178087171.29435655,44521792.82358914
470,4,14357485.46427852,3589371.36606963
471,1,35727851.85440027,35727851.85440027
472,2,36911714.7364976,18455857.3682488
473,4,29459580.824420217,7364895.206105054
474,2,9417264.986647524,4708632.493323762
475,2,302336273.28668565,151168136.64334282
476,3,115726267.27711175,38575422.42570392
477,6,257092898.96745133,42848816.494575225
478,2,7704465.408783933,3852232.7043919666
479,2,294667666.8782401,147333833.43912005
480,2,9593147.476377312,4796573.738188656
481,3,41602704.65971804,13867568.219906012
482,6,808773125.9589888,134795520.9931648
483,1,8677233.427582793,8677233.427582793
484,6,194217289.7942027,32369548.29903378
485,3,22878594.87131555,7626198.290438517
486,2,18040573.83295264,9020286.91647632
487,3,20831067.646702357,6943689.215567452
488,3,250600181.46955544,83533393.82318515
489,1,88041320.86660868,88041320.86660868
490,3,55050579.466982976,18350193.15566099
491,1,72631684.64216547,72631684.64216547
492,1,63367444.01324763,63367444.01324763
493,1,5005214.651720494,5005214.651720494
494,2,79634429.62270121,39817214.81135061
495,2,52330508.62082128,26165254.31041064
496,2,13589491.39612481,6794745.698062405
497,5,82594704.83477026,16518940.966954052
498,1,8130958.302013379,8130958.302013379
499,4,41841910.34000488,10460477.58500122
500,4,124538742.31710416,31134685.57927604
501,6,257943982.12544915,42990663.687574856
502,5,11332969.521267898,2266593.9042535797
503,2,90990183.15618454,45495091.57809227
504,1,190754306.9783551,190754306.9783551
505,4,31623793.725803934,7905948.4314509835
506,4,439791854.38285255,109947963.59571314
507,6,223908980.11062574,37318163.35177096
508,2,43791070.37547875,21895535.187739376
509,3,390154561.4795364,130051520.4931788
510,6,146141572.25389194,24356928.70898199
511,3,190241207.85332018,63413735.95110673
512,4,426310656.0326743,106577664.00816858
513,3,60405718.88815415,20135239.629384715
514,4,61204208.445801064,15301052.111450266
515,4,121059500.90910056,30264875.22727514
516,1,4388537.721753281,4388537.721753281
517,4,30972587.747208387,7743146.936802097
518,1,4286529.93679798,4286529.93679798
519,2,9672557.031393083,4836278.515696541
520,3,34552759.60946899,11517586.536489664
521,1,1596473.8208668933,1596473.8208668933
522,6,149154497.06167018,24859082.8436117
523,5,142835133.14899376,28567026.62979875
524,4,143541628.58258379,35885407.145645946
525,5,102293601.81129047,20458720.362258095
526,2,6865500.722017797,3432750.3610088984
527,4,34919690.60107792,8729922.65026948
528,3,49969626.08163323,16656542.027211078
529,2,48657466.72498508,24328733.36249254
530,3,29195593.44720178,9731864.482400594
531,5,124469968.99351385,24893993.79870277
532,2,23776361.686350282,11888180.843175141
533,2,51363523.365789756,25681761.682894878
534,4,86707700.67101218,21676925.167753045
535,2,437560152.72566813,218780076.36283407
536,3,48359784.653302856,16119928.217767619
537,2,6130491.852315318,3065245.926157659
538,5,278763121.93986666,55752624.38797333
539,2,35290267.763347544,17645133.881673772
540,3,39091626.27065795,13030542.090219317
541,2,9419306.060466375,4709653.030233188
542,3,1842825551.9016924,614275183.9672308
543,2,87108003.11905229,43554001.559526145
544,5,179148494.31587577,35829698.863175154
545,2,32889391.475131445,16444695.737565722
546,3,21766544.772735886,7255514.924245295
547,4,1252051746.0451648,313012936.5112912
548,3,70445740.3011476,23481913.433715865
549,8,733015385.4443529,91626923.18054411
550,3,88919658.30218536,29639886.100728452
551,2,86218021.87690197,43109010.938450985
552,2,42287351.36416779,21143675.682083894
553,4,106253239.37386383,26563309.843465958
554,1,175530239.18070394,175530239.18070394
555,6,574314138.0329118,95719023.0054853
556,5,180149315.77474117,36029863.154948235
557,4,134890594.96465692,33722648.74116423
558,5,234545780.61025664,46909156.12205133
559,2,291706275.76446974,145853137.88223487
560,3,65620119.36885427,21873373.122951422
561,1,52559350.31042607,52559350.31042607
562,2,120888585.73937628,60444292.86968814
563,2,11067831.39601282,5533915.69800641
564,3,255072529.5147522,85024176.5049174
565,1,21017530.77155918,21017530.77155918
566,2,39340348.91689798,19670174.45844899
567,1,1552740.5402381714,1552740.5402381714
568,3,63456924.649147004,21152308.216382336
569,1,410002.695251371,410002.695251371
570,5,177237810.35011634,35447562.07002327
571,2,138974248.20859185,69487124.10429592
572,2,18659084.823091324,9329542.411545662
573,3,57998952.02589735,19332984.008632448
574,4,30952340.981333632,7738085.245333408
575,5,333032390.6587161,66606478.131743215
576,4,58280121.83326802,14570030.458317004
577,3,68412745.09597155,22804248.365323853
578,3,392694925.6393677,130898308.5464559
579,1,4449798.324150684,4449798.324150684
580,5,193478327.10916305,38695665.421832606
581,6,124422758.34353013,20737126.390588354
582,3,116178669.3081609,38726223.1027203
583,3,19581974.691639632,6527324.89721321
584,1,11521721.930000667,11521721.930000667
585,2,51125613.72239537,25562806.861197684
586,5,116264231.10261676,23252846.22052335
587,3,286721907.87665033,95573969.29221678
588,2,5680670.734500118,2840335.367250059
589,4,164018147.50550598,41004536.876376495
590,3,103731633.03080605,34577211.01026868
591,1,1073519.6197329785,1073519.6197329785
592,1,2446560.231176423,2446560.231176423
593,3,74881087.47867832,24960362.492892772
594,1,1203577.033183279,1203577.033183279
595,1,886822.8651742842,886822.8651742842
596,6,200193381.31463075,33365563.552438457
597,1,91510766.82378317,91510766.82378317
598,2,37524003.14240974,18762001.57120487
599,2,160684542.73686832,80342271.36843416
600,3,105918452.13230413,35306150.710768044
601,2,145383567.47311518,72691783.73655759
602,5,112834048.7307725,22566809.7461545
603,2,47345820.30980518,23672910.15490259
604,2,178721389.41065687,89360694.70532843
605,3,163190498.42198783,54396832.807329275
606,1,181430.9498144682,181430.9498144682
607,2,201987773.37039483,100993886.68519741
608,2,26200565.150220457,13100282.575110229
609,1,9489856.452127064,9489856.452127064
610,4,23128536.58466392,5782134.14616598
611,1,175864900.6425984,175864900.6425984
612,6,251480955.728089,41913492.621348165
613,4,42862578.88561863,10715644.721404657
614,3,18477878.010634765,6159292.670211588
615,2,2563630905.182201,1281815452.5911005
616,3,67628237.66401978,22542745.888006594
617,5,170405274.6514291,34081054.93028582
618,2,190102647.16013303,95051323.58006652
619,2,3538337.156315099,1769168.5781575495
620,3,21596060.613541033,7198686.871180344
621,2,3909021.0877694357,1954510.5438847179
622,2,80322808.5843749,40161404.29218745
623,4,16570490.923002657,4142622.730750664
624,4,285465835.3585068,71366458.8396267
625,5,34424822.379023,6884964.4758046
626,4,571461942.4928405,142865485.62321013
627,4,24716170.385985974,6179042.596496494
628,2,25512811.123742096,12756405.561871048
629,2,11398949.091501538,5699474.545750769
630,2,10444678.434218843,5222339.217109421
631,5,124398841.31514284,24879768.26302857
632,3,4296213.068476357,1432071.0228254523
633,1,866273.9329291664,866273.9329291664
634,2,8448638.422658427,4224319.211329213
635,1,3414343.762205041,3414343.762205041
636,2,2511747610.2889433,1255873805.1444716
637,4,224153711.341947,56038427.83548675
638,3,4403795.604484853,1467931.8681616178
639,2,35534843.5555195,17767421.77775975
640,6,162899521.7331036,27149920.2888506
641,5,86919218.35918108,17383843.671836216
642,3,19520174.893431515,6506724.964477171
643,6,52397249.07139935,8732874.845233226
644,3,46648435.64778013,15549478.549260043
645,2,46737495.710191384,23368747.855095692
646,4,171787329.57017198,42946832.392542996
647,2,89636227.83775568,44818113.91887784
648,5,244398500.5017805,48879700.1003561
649,1,151017439.59303296,151017439.59303296
650,2,266570903.3779144,133285451.6889572
651,4,55140620.489182115,13785155.122295529
652,1,1747637.001216352,1747637.001216352
653,2,7713006.729220346,3856503.364610173
654,2,69159729.70823026,34579864.85411513
655,2,20301631.86155794,10150815.93077897
656,3,377216122.55103564,125738707.51701188
657,3,12301504.06835601,4100501.3561186697
658,3,486317928.35938746,162105976.11979583
659,2,33009474.166157983,16504737.083078992
660,1,27446189.33919089,27446189.33919089
661,1,44493596.01066607,44493596.01066607
662,1,10653331.528538272,10653331.528538272
663,6,460076270.7703313,76679378.46172188
664,7,388525287.53501344,55503612.50500192
665,2,19971377.45795394,9985688.72897697
666,4,45432566.88372634,11358141.720931586
667,2,10387376.384640947,5193688.1923204735
668,2,71507936.76600906,35753968.38300453
669,6,142410273.08182812,23735045.51363802
670,2,35591129.53042117,17795564.765210584
671,2,43315474.38800141,21657737.194000706
672,1,141038022.9249045,141038022.9249045
673,4,319927979.04266495,79981994.76066624
674,2,32578227.704853475,16289113.852426738
675,5,46656982.203797415,9331396.440759484
676,5,74974258.93847,14994851.787694002
677,1,100425021.46940868,100425021.46940868
678,6,70536505.70192224,11756084.283653706
679,2,93928886.07033832,46964443.03516916
680,3,25909222.867907222,8636407.62263574
681,3,811501940.2761275,270500646.75870913
682,4,433582908.18781036,108395727.04695259
683,3,6052718.817354607,2017572.9391182025
684,4,1587373306.9177213,396843326.7294303
685,3,25152621.90928284,8384207.30309428
686,5,765255136.7751722,153051027.35503444
687,3,245674101.80212003,81891367.26737334
688,4,16828959.82204365,4207239.955510912
689,1,52209095.02897764,52209095.02897764
690,2,13982924.386865066,6991462.193432533
691,1,2509826.0829769652,2509826.0829769652
