log_value_mean,log_value_std,peak_mean,peak_std,duration_mean,duration_std,percent_mean,percent_std
16.367638459649104,2.138322466635833,6.106443084044205,1.6326968109827003,516806.5,722513.2107060764,87.47623147638741,18.21181301888771
