simulation,n_disasters,total_appropriation,mean_appropriation
158,7,431931697.80462205,61704528.25780315
159,7,591139346.7741283,84448478.11058976
160,6,203894979.01790532,33982496.50298422
161,2,2641269580.2575912,1320634790.1287956
162,2,21623278.854032863,10811639.427016431
163,3,586835385.3025517,195611795.10085058
164,1,14296996.310140051,14296996.310140051
165,7,128653419.8748805,18379059.982125785
166,3,59973500.26546962,19991166.75515654
167,7,303493236.324378,43356176.61776829
168,2,9864833.523497755,4932416.761748877
169,7,170786341.4199079,24398048.774272557
170,4,32002392.79989023,8000598.199972558
171,5,55723779.313453406,11144755.862690682
172,3,123689488.1359466,41229829.37864887
173,2,18456106.791437685,9228053.395718843
174,4,200290895.7860614,50072723.94651535
175,5,96541726.3624596,19308345.27249192
176,2,489323333.765536,244661666.882768
177,5,72031132.39330803,14406226.478661606
178,10,1922666918.1683064,192266691.81683064
179,3,317831457.0515996,105943819.01719987
180,7,45401252.446109,6485893.206587
181,4,55744964.64491004,13936241.16122751
182,7,1668158941.643518,238308420.23478827
183,3,95757976.57738666,31919325.525795553
184,5,74036991.59738645,14807398.31947729
185,5,701050069.3524674,140210013.87049347
186,4,82095039.2882713,20523759.822067823
187,5,876432485.1712763,175286497.03425527
188,5,400685309.07850236,80137061.81570047
189,4,536136224.2124211,134034056.05310528
190,4,122300177.55756284,30575044.38939071
191,2,19646135.89802032,9823067.94901016
192,6,184690963.11566126,30781827.185943544
193,3,74101060.13371211,24700353.37790404
194,1,815771212.4627981,815771212.4627981
195,1,15454954.417938588,15454954.417938588
196,6,1191937503.4443145,198656250.57405242
197,8,2662635223.926023,332829402.9907529
198,1,57335767.132881165,57335767.132881165
199,1,798355.8669750098,798355.8669750098
200,4,69707943.03161627,17426985.757904068
201,2,34822537.435623944,17411268.717811972
202,3,19308356.503857784,6436118.834619261
203,3,31816445.32040386,10605481.773467952
204,3,24361575.769543704,8120525.256514568
205,3,133100275.57982925,44366758.52660975
206,2,1339124.8696444035,669562.4348222017
207,2,124732153.60554639,62366076.80277319
208,2,75220436.55887021,37610218.279435106
209,2,12552995.304455638,6276497.652227819
210,1,2938602.1072451794,2938602.1072451794
211,1,5153992.485880231,5153992.485880231
212,3,204300855.48554814,68100285.16184938
213,3,206221514.07707265,68740504.69235756
214,1,2595607.9974372694,2595607.9974372694
215,5,101726374.99179503,20345274.998359006
216,2,32883321.18538434,16441660.59269217
217,5,598704065.9217066,119740813.18434131
218,4,46137581.83004913,11534395.457512282
219,7,178024553.321111,25432079.045872997
220,2,231271912.92004874,115635956.46002437
221,1,4520251.1385980155,4520251.1385980155
222,7,157671802.00047445,22524543.142924923
223,3,49631382.43713186,16543794.14571062
224,3,102854136.14797594,34284712.04932531
225,5,164397283.47848564,32879456.69569713
226,1,1212290.3972503836,1212290.3972503836
227,2,531920714.9083438,265960357.4541719
228,3,22424208.21404009,7474736.0713466965
229,1,5848272.780119193,5848272.780119193
230,2,181113472.0578976,90556736.0289488
231,4,171341989.946216,42835497.486554
232,3,157663024.1099321,52554341.36997736
233,5,93121896.83931993,18624379.367863987
234,4,141603097.33567756,35400774.33391939
235,1,987468.4906784052,987468.4906784052
236,4,153532702.11049333,38383175.52762333
237,3,29720153.2908507,9906717.763616899
238,5,28055204.150885675,5611040.830177135
239,5,95459606.44598182,19091921.289196365
240,1,29239400.82982778,29239400.82982778
241,2,8045745.300623466,4022872.650311733
242,4,310965116.31409204,77741279.07852301
243,3,20714537.809359726,6904845.936453242
244,4,92648874.36809711,23162218.592024278
245,3,37570586.392226115,12523528.797408706
246,3,61577781.85668659,20525927.2855622
247,5,252036442.6615689,50407288.53231378
248,3,24895008.325805143,8298336.1086017145
249,4,90823117.93547851,22705779.483869627
250,6,325397338.0900381,54232889.68167302
251,3,223842801.20764577,74614267.06921525
252,2,89191934.12060316,44595967.06030158
253,6,88272343.54822199,14712057.258036999
254,1,149671012.09534857,149671012.09534857
255,6,493298934.5875461,82216489.09792435
256,3,61081412.84835466,20360470.949451555
257,3,2767157069.3190613,922385689.7730204
258,2,38623682.602509044,19311841.301254522
259,4,55249034.94410819,13812258.736027047
260,6,123638979.25961739,20606496.543269563
261,4,115928639.15170571,28982159.787926428
262,4,72871475.61218424,18217868.90304606
263,2,21173181.883803613,10586590.941901807
264,3,38118093.72929351,12706031.243097836
265,5,372091536.48851687,74418307.29770337
266,4,18890700.712066855,4722675.178016714
267,3,79088625.10809515,26362875.03603172
268,3,372470308.34754306,124156769.44918102
269,3,211342101.94749928,70447367.31583309
270,7,334627653.0606759,47803950.437239416
271,3,979926213.7479527,326642071.2493176
272,2,144508552.13651776,72254276.06825888
273,1,35810212.52963154,35810212.52963154
274,2,9982778.378491526,4991389.189245763
275,4,550752731.4438107,137688182.86095268
276,3,135701019.04963815,45233673.01654605
277,5,145568612.88902238,29113722.577804476
278,4,23004078.609277606,5751019.6523194015
279,1,16192329.464977082,16192329.464977082
280,3,40980531.64284802,13660177.214282675
281,8,579546753.8283567,72443344.2285446
282,5,645334418.1936216,129066883.63872433
283,2,150065619.83304414,75032809.91652207
284,4,142994268.1805992,35748567.0451498
285,1,31644595.56152814,31644595.56152814
286,1,121494880.60243802,121494880.60243802
287,4,21058107.976181954,5264526.994045489
288,3,26643044.50063806,8881014.83354602
289,1,497394.3171762332,497394.3171762332
290,2,21647761.973002203,10823880.986501101
291,3,60374614.09611309,20124871.36537103
292,6,1698119640.786515,283019940.1310858
293,5,802401571.3657008,160480314.27314016
294,1,32906257.58054624,32906257.58054624
295,4,62151509.8286812,15537877.4571703
296,4,335301299.61702645,83825324.90425661
297,2,50621883.77472444,25310941.88736222
298,3,55563801.194610335,18521267.06487011
299,3,69052842.82233286,23017614.274110954
300,1,7004890.941145841,7004890.941145841
301,6,246546922.92805943,41091153.821343236
302,1,1327205549.0421968,1327205549.0421968
303,5,502919471.1504346,100583894.23008692
304,8,649242181.5342894,81155272.69178617
305,4,425214828.8547876,106303707.2136969
306,3,66524185.45390844,22174728.484636147
307,5,208286710.38333663,41657342.07666732
308,3,100948100.39673091,33649366.798910305
309,4,32692196.91121419,8173049.227803548
310,3,56233402.061613485,18744467.353871163
311,1,2306482.3085059924,2306482.3085059924
312,2,17424038.20503236,8712019.10251618
313,3,93786754.92353076,31262251.64117692
314,3,32687658.892935477,10895886.297645159
315,5,132842179.11116257,26568435.822232515
316,1,48394306.939363874,48394306.939363874
317,1,76336153.23772581,76336153.23772581
318,3,19491295.629275113,6497098.543091704
319,2,8700659.845235085,4350329.922617543
320,4,61582604.26138287,15395651.065345718
321,7,169920214.09499788,24274316.29928541
322,1,53427229.76365188,53427229.76365188
323,4,428908525.02344,107227131.25586
324,5,58985485.59699461,11797097.119398922
325,3,133843782.72990897,44614594.24330299
326,4,73772837.35752022,18443209.339380056
327,6,156280955.21611577,26046825.869352628
328,4,248732816.6471165,62183204.16177913
329,1,755102.9237363449,755102.9237363449
330,7,105444790.17815734,15063541.454022478
331,4,130745778.30824071,32686444.577060178
332,1,273765216.8445509,273765216.8445509
333,2,228299417.10482866,114149708.55241433
334,1,13681018.930594284,13681018.930594284
335,5,40788825.030849926,8157765.006169985
336,2,36505390.85552974,18252695.42776487
337,3,15545718.88504972,5181906.295016573
338,7,314295580.9742329,44899368.710604705
339,4,49370507.087966435,12342626.771991609
340,5,1133926838.389876,226785367.67797518
341,3,139885600.24383566,46628533.41461188
342,3,57306720.36008008,19102240.120026693
343,3,42765289.04966004,14255096.34988668
344,1,82402155.08754006,82402155.08754006
345,4,41349304.418691844,10337326.104672961
346,3,89023583.26259756,29674527.75419919
347,5,894488811.7108394,178897762.34216788
348,9,277815095.80286723,30868343.97809636
349,2,2199447.5866033877,1099723.7933016939
350,5,2624122213.3510017,524824442.67020035
351,4,624790173.7938032,156197543.4484508
352,3,397749801.9062951,132583267.30209838
353,5,105085817.2144139,21017163.44288278
354,3,33470942.30635982,11156980.768786607
355,1,3410924.4163516094,3410924.4163516094
356,2,58146308.208587214,29073154.104293607
357,3,54307905.00534482,18102635.00178161
358,5,126744411.55425479,25348882.310850956
359,3,117042186.99299657,39014062.33099886
360,3,288174947.5358668,96058315.84528893
361,5,184690663.1089077,36938132.62178154
362,2,15022851.810905538,7511425.905452769
363,2,52805533.22710415,26402766.613552075
364,3,147024260.2766027,49008086.75886756
365,8,268114537.8623193,33514317.23278991
366,2,139423014.91298616,69711507.45649308
367,3,74195053.9770875,24731684.659029167
368,3,102358149.06146571,34119383.02048857
369,3,12051242.869837802,4017080.9566126005
370,4,119812232.02493815,29953058.006234538
371,4,240096986.9110872,60024246.7277718
372,7,81144305.482063,11592043.640294714
373,4,27966919.244963363,6991729.811240841
374,3,45184043.62334654,15061347.874448845
375,6,188378490.0218512,31396415.00364187
376,2,85285623.91452695,42642811.95726348
377,7,219261112.45986828,31323016.06569547
378,4,119725751.39474405,29931437.848686013
379,5,63030856.44096074,12606171.28819215
380,3,15336239.370525254,5112079.790175085
381,2,5463569.939146282,2731784.969573141
382,2,136711583.79007423,68355791.89503711
383,3,347499738.7103078,115833246.23676926
384,2,35094544.96386288,17547272.48193144
385,1,33193005.359982282,33193005.359982282
386,3,179314708.9501564,59771569.65005213
387,9,144481292.09280285,16053476.899200317
388,1,47125099.14649356,47125099.14649356
389,4,51485003.20659474,12871250.801648686
390,3,131389665.95872445,43796555.31957482
391,4,361996196.9257069,90499049.23142673
392,3,45612526.49304519,15204175.49768173
393,4,599672935.0890312,149918233.7722578
394,3,211767681.95956385,70589227.31985462
395,4,824827101.4980974,206206775.37452435
396,1,15544088.624878008,15544088.624878008
397,4,196331292.1930526,49082823.04826315
398,3,52427011.19949635,17475670.39983212
399,6,152592028.8359244,25432004.8059874
400,3,2550938045.2819357,850312681.7606453
401,2,96153443.85062408,48076721.92531204
402,2,19258979.92590296,9629489.96295148
403,1,111579285.9685555,111579285.9685555
404,4,209247399.56846902,52311849.892117254
405,2,18724699.162642468,9362349.581321234
406,2,73686811.873903,36843405.9369515
407,5,87267115.85354954,17453423.170709908
408,6,259554937.3612269,43259156.22687115
409,3,46323946.2649751,15441315.421658367
410,6,26324498.405684102,4387416.40094735
411,2,27382128.01918653,13691064.009593265
412,2,57073686.33325918,28536843.16662959
413,2,68689390.36957972,34344695.18478986
414,3,71234817.0881866,23744939.029395536
415,1,21456175.68686282,21456175.68686282
416,4,251871363.6153308,62967840.9038327
417,4,265662619.48434073,66415654.87108518
418,1,6689080.907100236,6689080.907100236
419,3,79130702.2014567,26376900.7338189
420,6,681439777.6661575,113573296.27769291
421,6,174362253.4811493,29060375.58019155
422,5,437127734.22950125,87425546.84590025
423,1,28927510.284983784,28927510.284983784
424,7,53122113.179235086,7588873.311319298
425,4,41919851.16447809,10479962.791119523
426,2,56843062.313850015,28421531.156925008
427,4,362037503.59219986,90509375.89804997
428,3,179461342.80081138,59820447.60027046
429,4,60839539.65528109,15209884.913820272
430,5,847322344.9200094,169464468.98400187
431,2,751870576.3672787,375935288.18363935
432,2,3786780.2826747317,1893390.1413373658
433,3,761789334.4914463,253929778.1638154
434,3,347083319.1142636,115694439.70475453
435,4,118441529.84492931,29610382.461232327
436,3,93311674.72832365,31103891.576107886
437,3,42730216.65682034,14243405.552273447
438,5,52808942.18320999,10561788.436641999
439,5,35217137.05307318,7043427.410614637
440,3,81930798.41705842,27310266.139019474
441,4,24905218.71777948,6226304.67944487
442,3,34696373.64161765,11565457.880539216
443,2,351353370.2345482,175676685.1172741
444,3,145432738.83639964,48477579.61213321
445,1,278346.9816848843,278346.9816848843
446,3,17537320.60982154,5845773.53660718
447,5,152178152.6920129,30435630.53840258
448,4,76667750.1975931,19166937.549398273
449,3,100939386.26218669,33646462.08739556
450,5,159966251.97584665,31993250.39516933
451,6,125519650.14177756,20919941.69029626
452,1,16356904.42715014,16356904.42715014
453,2,28517580.21310763,14258790.106553815
454,8,232233564.84861594,29029195.606076993
455,4,92929655.84656736,23232413.96164184
456,2,138690903.4850589,69345451.74252945
457,4,45009795.60078283,11252448.900195707
458,2,196792458.18408352,98396229.09204176
459,4,123618686.30149853,30904671.575374633
460,4,407423356.88697356,101855839.22174339
461,2,19641173.023553047,9820586.511776524
462,1,45976807.36449131,45976807.36449131
463,3,26007896.089244414,8669298.696414804
464,5,61673497.725526966,12334699.545105394
465,2,18628586.50381871,9314293.251909355
466,4,53275207.19222164,13318801.79805541
467,6,758607448.7472615,126434574.79121025
468,1,9044194.257402126,9044194.257402126
469,5,55648135.2469735,11129627.0493947
470,5,182800253.75273374,36560050.750546746
471,4,277776118.9418236,69444029.7354559
472,7,2125633094.0011804,303661870.5715972
473,4,145897757.73613662,36474439.434034154
474,2,233524496.84673536,116762248.42336768
475,3,27815692.61435431,9271897.538118104
476,3,167007387.10882142,55669129.03627381
477,4,39698611.81603535,9924652.954008838
478,2,174863499.902558,87431749.951279
479,2,50146815.41531235,25073407.707656175
480,3,176389752.75869656,58796584.25289885
481,5,27215999.41446558,5443199.882893116
482,4,172652611.01662168,43163152.75415542
483,4,7798392.254237667,1949598.0635594167
484,4,16621062.440978477,4155265.610244619
485,6,932828333.9422194,155471388.9903699
486,2,254953958.84250405,127476979.42125203
487,1,1198157.974976739,1198157.974976739
488,2,181412996.00251812,90706498.00125906
489,2,32741202.636971187,16370601.318485593
490,3,68754223.02779551,22918074.3425985
491,3,62029847.20880863,20676615.736269545
492,9,642769667.5716798,71418851.95240887
493,2,85307108.90444575,42653554.452222876
494,2,10589544.79038493,5294772.395192465
495,2,108229214.2658799,54114607.13293995
496,1,2228483.769982042,2228483.769982042
497,5,103001849.07666054,20600369.815332107
498,2,67106960.59707393,33553480.298536964
499,5,70967497.62718162,14193499.525436323
500,4,367957452.35092896,91989363.08773224
501,2,39974704.21039652,19987352.10519826
502,4,484333025.6863846,121083256.42159615
503,2,6918571.541472029,3459285.7707360145
504,2,278386316.2294911,139193158.11474556
505,1,31063847.53826321,31063847.53826321
506,5,38087816.70005089,7617563.340010178
507,3,32956708.349835716,10985569.44994524
508,8,167979844.67335594,20997480.584169492
509,1,19825116.64607703,19825116.64607703
510,2,148705992.86118814,74352996.43059407
511,5,170097424.7937206,34019484.95874412
512,7,455145902.8959451,65020843.270849295
513,1,1016507.5063707536,1016507.5063707536
514,5,87148624.31906757,17429724.863813512
515,5,224554103.27989423,44910820.65597884
516,3,146816969.2374951,48938989.7458317
517,2,56275260.50963862,28137630.25481931
518,3,41673776.0872921,13891258.695764033
519,5,440242558.0861389,88048511.61722778
520,2,11977074.597155178,5988537.298577589
521,6,180715299.90200675,30119216.65033446
522,1,9408409.924528176,9408409.924528176
523,5,48606930.22874567,9721386.045749133
524,1,11622426.77631796,11622426.77631796
525,2,17671767.42996265,8835883.714981325
526,1,10411293.654370913,10411293.654370913
527,8,2177065496.4098263,272133187.0512283
528,5,88806085.94949035,17761217.18989807
529,8,244240304.19378418,30530038.024223022
530,2,30506850.476111162,15253425.238055581
531,3,12603620.155951006,4201206.718650335
532,5,29074351.297744203,5814870.259548841
533,6,174800989.82597435,29133498.304329056
534,6,76665927.64509855,12777654.607516425
535,2,6170281.961859219,3085140.9809296094
536,3,40462213.884567685,13487404.628189228
537,6,47120459.77130888,7853409.961884812
538,1,49732872.92534223,49732872.92534223
539,1,39272991.8773042,39272991.8773042
540,4,31323716.982897356,7830929.245724339
541,4,66581561.43693191,16645390.359232977
542,4,207074222.2500029,51768555.56250072
543,3,1917472259.126381,639157419.7087936
544,7,567764399.2833586,81109199.89762266
545,3,601827506.7458731,200609168.91529104
546,3,265987267.1737092,88662422.39123641
547,3,107169086.81890655,35723028.939635515
548,3,163641017.79538745,54547005.93179581
549,3,167750368.9864926,55916789.662164204
550,3,134637137.3474183,44879045.78247277
551,2,23266897.404949676,11633448.702474838
552,1,101520299.6350008,101520299.6350008
553,1,425046.73710595525,425046.73710595525
554,3,72547923.39616142,24182641.132053807
555,2,27100801.897299223,13550400.948649611
556,2,567657675.2517018,283828837.6258509
557,4,126054848.61473812,31513712.15368453
558,2,12581643.384565523,6290821.692282761
559,5,817063441.9897157,163412688.39794314
560,5,74553428.71009032,14910685.742018064
561,1,194030771.0691467,194030771.0691467
562,6,130162837.9307712,21693806.3217952
563,1,53629272.00800645,53629272.00800645
564,3,46570739.96862543,15523579.989541808
565,3,3356350.469358741,1118783.489786247
566,3,38141659.92890276,12713886.642967587
567,4,24509310.808636613,6127327.702159153
568,2,34523758.89012498,17261879.44506249
569,1,32332567.15540688,32332567.15540688
570,3,2784244.0656205136,928081.3552068379
571,9,305339840.34604275,33926648.927338086
572,5,48488751.71660307,9697750.343320614
573,3,71498759.03484987,23832919.67828329
574,7,89851631.36414737,12835947.337735338
575,7,403140297.29186153,57591471.04169451
576,4,53740919.636458285,13435229.909114571
577,7,149787261.66599107,21398180.237998724
578,3,46073853.74657773,15357951.248859243
579,2,70018321.13019478,35009160.56509739
580,2,6212273.307135129,3106136.6535675647
581,7,362762982.9862733,51823283.28375333
582,3,341623704.92046666,113874568.30682223
583,3,218372477.0304781,72790825.67682603
584,3,157503498.21167457,52501166.07055819
585,4,47956167.945998624,11989041.986499656
586,4,179016834.43377694,44754208.608444236
587,1,718559.8899896347,718559.8899896347
588,5,65652129.865657195,13130425.973131439
589,2,38407274.95051985,19203637.475259926
590,6,79030573.45872007,13171762.243120013
591,8,243797073.63057458,30474634.203821823
592,1,37498794.73790537,37498794.73790537
593,2,46897197.99311742,23448598.99655871
594,3,209267655.32225516,69755885.10741839
595,5,154378869.63557863,30875773.927115727
596,2,1033471503.8336265,516735751.91681325
597,2,138878118.60210606,69439059.30105303
598,5,46659981.65208154,9331996.330416309
599,1,5065985.811334753,5065985.811334753
600,7,740144257.1205262,105734893.87436089
601,1,47837639.794124424,47837639.794124424
602,4,93915855.87059456,23478963.96764864
603,4,30410715.94140576,7602678.98535144
604,5,202596012.28856975,40519202.45771395
605,4,142052939.11561793,35513234.77890448
606,3,17706624.997701798,5902208.332567266
607,3,66058309.96579556,22019436.655265186
608,5,3120703849.2795377,624140769.8559076
609,2,2508994.1363973357,1254497.0681986678
610,3,245989427.4447364,81996475.81491213
611,3,45132589.17226711,15044196.390755704
612,4,117995554.14318131,29498888.535795327
613,1,24417433.951835614,24417433.951835614
614,3,45262684.32516913,15087561.441723043
615,6,48756733.107562035,8126122.184593673
616,1,28375618.822378803,28375618.822378803
617,3,283900712.9780261,94633570.99267536
618,1,15239963.628902435,15239963.628902435
619,9,207376201.64112547,23041800.182347275
620,7,120229090.31805116,17175584.331150167
621,2,105389057.27577677,52694528.63788839
622,1,6526954.5675357655,6526954.5675357655
623,3,29063720.884530865,9687906.961510288
624,4,48960863.00893931,12240215.752234828
625,3,22297692.796549883,7432564.265516628
626,5,1392087938.7347941,278417587.74695885
627,4,30840657.896406062,7710164.4741015155
628,5,303706755.6968203,60741351.139364064
629,2,51157147.235290915,25578573.617645457
630,8,354542682.9239311,44317835.36549139
631,2,7971779.536667189,3985889.7683335943
632,1,1157190054.3667057,1157190054.3667057
633,2,10846032.190107085,5423016.095053542
634,2,73011975.93756224,36505987.96878112
635,6,115836808.39147037,19306134.73191173
636,2,14581000.538606454,7290500.269303227
637,3,369030754.62176263,123010251.54058754
638,7,1191583232.4705997,170226176.06722853
639,1,8930614.348744579,8930614.348744579
640,9,813600919.941127,90400102.21568078
641,6,521528702.71062225,86921450.45177038
642,7,214728911.30561474,30675558.757944964
643,4,127854121.72221482,31963530.430553705
644,3,77981161.80221803,25993720.600739345
645,4,840995525.7311714,210248881.43279284
646,2,1960283.1526807568,980141.5763403784
647,1,19807366.8459646,19807366.8459646
648,3,72796038.60195006,24265346.20065002
649,5,164832934.87020776,32966586.97404155
650,2,2495754.506267724,1247877.253133862
651,5,287603168.35721457,57520633.67144291
652,5,149052061.5003233,29810412.30006466
653,8,595796941.8105788,74474617.72632235
654,1,2589794.5391603373,2589794.5391603373
655,1,1751343.4723035945,1751343.4723035945
656,8,283458642.3965859,35432330.299573235
657,3,34399040.376255706,11466346.792085236
658,5,33250591.372844283,6650118.274568857
659,1,1685410.5228946912,1685410.5228946912
660,3,15898732.99864392,5299577.66621464
661,2,31875284.66804169,15937642.334020846
662,3,110916776.76648343,36972258.92216114
663,4,167852772.71648273,41963193.17912068
664,6,507589577.91829896,84598262.98638315
665,5,171671987.91592366,34334397.583184734
666,2,328960354.3492652,164480177.1746326
667,2,5569040.874573726,2784520.437286863
668,3,87809986.37279522,29269995.457598407
669,2,38392934.92252731,19196467.461263657
670,5,55266077.941441014,11053215.588288203
671,4,104638586.89763092,26159646.72440773
672,4,1080148051.9091785,270037012.9772946
673,3,468483467.4165208,156161155.8055069
674,5,193983203.2024781,38796640.64049562
675,2,65793752.10070199,32896876.050350994
676,4,95452353.44085243,23863088.36021311
677,4,85960261.92676628,21490065.48169157
678,3,15628662.765932791,5209554.25531093
679,5,267922799.24641728,53584559.84928346
680,4,11860676.187099252,2965169.046774813
681,2,530735299.9292697,265367649.96463484
682,5,550009908.7112991,110001981.74225982
683,2,38948239.73491422,19474119.86745711
684,4,67177196.4824564,16794299.1206141
685,4,156632194.27334562,39158048.568336405
686,2,14545488.111377025,7272744.0556885125
687,2,26365075.995638173,13182537.997819087
688,3,41461170.17498163,13820390.058327211
689,5,187634795.49196476,37526959.09839295
690,7,220501870.7079363,31500267.243990898
691,3,28684547.472192053,9561515.824064018
692,2,111621681.3857234,55810840.6928617
