simulation,n_disasters,total_appropriation,mean_appropriation
98,1,5214748.084699623,5214748.084699623
99,5,43467185.89012185,8693437.17802437
100,6,140587818.38508967,23431303.06418161
101,3,449740296.8101537,149913432.27005124
102,1,29747157.12049285,29747157.12049285
103,1,49720544.41413131,49720544.41413131
104,1,113897211.17027327,113897211.17027327
105,1,5914245.788704351,5914245.788704351
106,2,13026264.644319525,6513132.3221597625
107,1,35502073.36308821,35502073.36308821
108,6,267763739.66891304,44627289.94481884
109,2,31844959.83571495,15922479.917857476
110,1,8818836.586749148,8818836.586749148
111,3,14938576.936941946,4979525.645647315
112,6,135044796.80355206,22507466.133925345
113,1,1302937.604504222,1302937.604504222
114,1,342022.7184896139,342022.7184896139
115,1,61089387.418609425,61089387.418609425
116,5,152307911.05020878,30461582.210041754
117,1,22155205.1257034,22155205.1257034
118,6,475985186.48506373,79330864.41417728
119,5,57544145.5522535,11508829.1104507
120,6,291746007.2125857,48624334.535430945
121,1,39277003.989371814,39277003.989371814
122,1,5011644.573178866,5011644.573178866
123,2,9370429.65271144,4685214.82635572
124,1,2135627.1061237752,2135627.1061237752
125,5,280000795.2031597,56000159.040631935
126,1,3663581.107099705,3663581.107099705
127,1,32177766.897212356,32177766.897212356
128,1,293545.1173586118,293545.1173586118
